Rv tag,Mb tag,Gene,Mb length,Rv length,Rv-2 tag,Rv-2 length,% ID,AA overlap,% ID-2,AA overlap-2,Note,Alteration,Annotation,Fxnal Cat
5' end of Rv0575c,Mb0590c,, 378 aa, 388 aa ,,,100.00%,346 aa overlap,,," In Mycobacterium bovis, a frameshift due to a single base insertion (*-c) leads to a shorter product with a different COOH part compared to its homolog in Mycobacterium tuberculosis strain H37Rv.",Truncated protein in M. bovis AF2122/97,possible oxidoreductase,intermediate metabolism and respiration
Rv1745c,Mb1774c,idi, 176 aa, 203 aa ,,,99.40%,176 aa overlap,,," In Mycobacterium bovis, truncation at the 3' end due to a single base tranversion (g-t), leads to a shorter product compared to its homolog in Mycobacterium tuberculosis strain H37Rv (176 aa versus 203 aa).",Truncated protein in M. bovis AF2122/97,probable isopentenyl-diphosphate delta-isomerase idi ipp isomerase isopentenyl pyrophosphate isomerase,intermediate metabolism and respiration
Rv2070c,Mb2096c,cobK, 231 aa ,244 aa,,,98.70%,227 aa overlap,,," In Mycobacterium bovis, a single base insertion (*-a) leads to a shorter product with a different NH2 part compared to its homolog in Mycobacterium tuberculosis strain H37Rv (231 aa versus 244 aa).",Truncated protein in M. bovis AF2122/97,precorrin-6x reductase cobk,intermediate metabolism and respiration
Rv2112c,Mb2136c,dop, 535 aa ,554 aa ,,,100%,532 aa overlap,,," In Mycobacterium bovis, a 57 bp in-frame deletion at the NH2 part, leads to a shorter product compared to its homolog in Mycobacterium tuberculosis strain H37Rv (535 aa versus 554 aa).",Truncated protein in M. bovis AF2122/97,deamidase of pup dop,intermediate metabolism and respiration
Rv2277c,Mb2300c,, 299 aa, 301 aa ,,,99.66%,295 aa overlap,,," In Mycobacterium bovis, a 1358 bp deletion containing an IS6110 sequence prior to the start of Mb2300c disrupts the 5' start of Rv2277c resulting in a slightly shorter product compared to the homolog in Mycobacterium tuberculosis strain H37Rv (299 aa versus 301 aa).",Truncated protein in M. bovis AF2122/97,possible glycerolphosphodiesterase,intermediate metabolism and respiration
3' end of Rv2291,Mb2314,sseB, 256 aa, 284 aa ,,,99.20%,256 aa overlap,,," In Mycobacterium bovis, truncation at the 5' start due to a 2 bp deletion (tg-*), leads to a shorter product compared to its homolog in Mycobacterium tuberculosis strain H37Rv (256 aa versus 284 aa).",Truncated protein in M. bovis AF2122/97,probable thiosulfate sulfurtransferase sseb,intermediate metabolism and respiration
Rv2476c,Mb2503c,gdh, 1623 aa, 1624 aa ,,,99.90%,1624 aa overlap,,," In Mycobacterium bovis, a 3 bp deletion (cgg-*) leads to a slightly shorter product compared to its homolog in Mycobacterium tuberculosis strain H37Rv (1623 aa versus 1624 aa).",Truncated protein in M. bovis AF2122/97,probable nad-dependent glutamate dehydrogenase gdh nad-gdh nad-dependent glutamic dehydrogenase,intermediate metabolism and respiration
Rv2552c,Mb2582c,aroE, 260 aa, 269 aa ,,,99.80%,260 aa overlap,,," In Mycobacterium bovis, a single base deletion (t-*) leads to a shorter product compared to Mycobacterium tuberculosis strain H37Rv (260 aa versus 269 aa).",Truncated protein in M. bovis AF2122/97,probable shikimate 5-dehydrogenase aroe 5-dehydroshikimate reductase,intermediate metabolism and respiration
5' end of Rv2958c,Mb2982c,, 366 aa ,428 aa,,,83.30%,371 aa overlap,,," In Mycobacterium bovis, a frameshift due to a single base insertion (*-g) leads to a shorter product with a different COOH part compared to its homolog in Mycobacterium tuberculosis strain H37Rv.",Truncated protein in M. bovis AF2122/97,possible glycosyl transferase,intermediate metabolism and respiration
Rv3303c,Mb3331c,lpdA, 471 aa, 493 aa ,,,99.60%,471 aa overlap,,," In Mycobacterium bovis, truncation due to a single base transversion (c-a) results in a shorter product compared to its homolog in Mycobacterium tuberculosis stain H37Rv (471 aa versus 493 aa).",Truncated protein in M. bovis AF2122/97,nadph quinone reductase lpda,intermediate metabolism and respiration
5' end of Rv3377c,Mb3411c,, 483 aa ,501 aa,,,89.90%,464 aa overlap,,," In Mycobacterium bovis, a frameshift due to a 4 bp to 3 bp substitution (caat-aac) leads to a shorter product with a different COOH part compared to its homolog in Mycobacterium tuberculosis strain H37Rv.",Truncated protein in M. bovis AF2122/97,halimadienyl diphosphate synthase,intermediate metabolism and respiration
5' end of Rv3117,Mb3144,cyp141, 320 aa, 277 aa , 3' end of Rv3121, 400 aa ,100.00%,255 aa overlap ,56.70%,150 aa overlap," In Mycobacterium bovis, a large deletion of 2775 bp (RD12) leads to the loss of the COOH part of cysA3, the following CDSs, sseC1, moaE1, Rv3120 and a large part of cyp141 except the COOH end, compared to the homolog in Mycobacterium tuberculosis strain H37Rv.","Truncation, RD region",probable cytochrome p450 141 cyp141,intermediate metabolism and respiration
,Mb2209,Rv2187,170 aa,600 aa,,,100%,170 aa overlap,,,"In Mycobacterium tuberculosis strain H37Rv, fadD15 exists as a single gene. In Mycobacterium bovis, a frameshift due to single base deletion (t-*) splits fadD15 into 2 parts, Mb2209 and fadD15",Frameshift in M. bovis AF2122/97,long-chain-fatty-acid-CoA ligase,intermediate metabolism and respiration
