,,,,,,,,,,,,
,,,,,,,,,,,,
Rv tag,Mb tag,Gene,Mb length,Rv length,Rv-2 tag,Rv-2 length,% ID,AA overlap,% ID-2,AA overlap-2,Annotation,Fxnal cat
Rv3327,Mb3360,, 570 aa, 570 aa ,,,100.00%,570 aa overlap,,,probable transposase fusion protein,insertion seqs and phages
Rv3330,Mb3363,dacB1, 405 aa, 405 aa ,,,100.00%,405 aa overlap,,,probable penicillin-binding protein dacb1 d-alanyl-d-alanine carboxypeptidase dd-peptidase dd-carboxypeptidase pbp dd-transpeptidase serine-type d-ala-d-ala carboxypeptidase d-amino acid hydrolase,cell wall and cell processes
Rv3332,Mb3365,nagA, 383 aa, 383 aa ,,,100.00%,383 aa overlap,,,probable n-acetylglucosamine-6-phosphate deacetylase naga glcnac 6-p deacetylase,cell wall and cell processes
Rv3333c,Mb3366c,, 281 aa, 281 aa ,,,100.00%,281 aa overlap,,,hypothetical proline rich protein,Conserved hypothetical protein
Rv3334,Mb3367,, 146 aa, 146 aa ,,,100.00%,146 aa overlap,,,probable transcriptional regulatory protein probably merr-family,regulatory proteins
Rv3335c,Mb3368c,, 289 aa, 289 aa ,,,100.00%,289 aa overlap,,,probable conserved integral membrane protein,cell wall and cell processes
Rv3336c,Mb3369c,trpS, 336 aa, 336 aa ,,,100.00%,336 aa overlap,,,probable tryptophanyl-trna synthetase trps tryptophan--trna ligase trprs tryptophan translase,information pathways
Rv3339c,Mb3371c,icd1, 409 aa, 409 aa ,,,100.00%,409 aa overlap,,,probable isocitrate dehydrogenase [nadp] icd1 oxalosuccinate decarboxylase idh nadpb-specific icdh idp,intermediate metabolism and respiration
Rv3340,Mb3372,metC, 449 aa, 449 aa ,,,100.00%,449 aa overlap,,,probable o-acetylhomoserine sulfhydrylase metc homocysteine synthase o-acetylhomoserine thiol-lyase oah sulfhydrylase o-acetyl-l-homoserine sulfhydrylase,intermediate metabolism and respiration
Rv3341,Mb3373,metA, 379 aa, 379 aa ,,,100.00%,379 aa overlap,,,probable homoserine o-acetyltransferase meta homoserine o-trans-acetylase homoserine transacetylase hta,intermediate metabolism and respiration
Rv3342,Mb3374,, 243 aa, 243 aa ,,,100.00%,243 aa overlap,,,possible methyltransferase methylase,intermediate metabolism and respiration
Rv3346c,Mb3378c,, 85 aa, 85 aa ,,,100.00%,85 aa overlap,,,conserved transmembrane protein,cell wall and cell processes
Rv3348,Mb3381,, 163 aa, 163 aa ,,,100.00%,163 aa overlap,,,probable transposase,insertion seqs and phages
Rv3349c,Mb3382c,-, 246 aa, 246 aa ,,,100.00%,246 aa overlap,,,transposase,insertion seqs and phages
Rv3351c,Mb3386c,, 264 aa, 264 aa ,,,100.00%,264 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3352c,Mb3387c,, 123 aa, 123 aa ,,,100.00%,123 aa overlap,,,possible oxidoreductase,intermediate metabolism and respiration
Rv3353c,Mb3388c,, 86 aa, 86 aa ,,,100.00%,86 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3355c,Mb3390c,, 97 aa, 97 aa ,,,100.00%,97 aa overlap,,,probable integral membrane protein,cell wall and cell processes
Rv3357,Mb3392,relj, 91 aa, 91 aa ,,,100.00%,91 aa overlap,,,antitoxin relj,"virulence, detoxification,adaptation"
Rv3358,Mb3393,relk, 85 aa, 85 aa ,,,100.00%,85 aa overlap,,,toxin relk,"virulence, detoxification,adaptation"
Rv3359,Mb3394,, 396 aa, 396 aa ,,,100.00%,396 aa overlap,,,possible oxidoreductase,intermediate metabolism and respiration
Rv3360,Mb3395,, 122 aa, 122 aa ,,,100.00%,122 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3361c,Mb3396c,, 183 aa, 183 aa ,,,100.00%,183 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3362c,Mb3397c,, 193 aa, 193 aa ,,,100.00%,193 aa overlap,,,probable atp/gtp-binding protein,Conserved hypothetical protein
Rv3363c,Mb3398c,, 122 aa, 122 aa ,,,100.00%,122 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3364c,Mb3399c,, 130 aa, 130 aa ,,,100.00%,130 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3365c,Mb3400c,, 876 aa, 876 aa ,,,100.00%,876 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3366,Mb3401,spoU, 154 aa, 154 aa ,,,100.00%,154 aa overlap,,,probable trna/rrna methylase spou trna/rrna methyltransferase,information pathways
Rv3368c,Mb3403c,, 214 aa, 214 aa ,,,100.00%,214 aa overlap,,,possible oxidoreductase,intermediate metabolism and respiration
Rv3369,Mb3404,, 144 aa, 144 aa ,,,100.00%,144 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3370c,Mb3405c,dnaE2, 1079 aa, 1079 aa ,,,100.00%,1079 aa overlap,,,probable dna polymerase iii alpha chain dnae2 dna nucleotidyltransferase,information pathways
Rv3372,Mb3407,otsB2, 391 aa, 391 aa ,,,100.00%,391 aa overlap,,,trehalose 6-phosphate phosphatase otsb2 trehalose-phosphatase tpp,"virulence, detoxification,adaptation"
Rv3375,Mb3409,amiD, 475 aa, 475 aa ,,,100.00%,475 aa overlap,,,probable amidase amid acylamidase acylase,intermediate metabolism and respiration
Rv3376,Mb3410,, 217 aa, 217 aa ,,,100.00%,217 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3378c,Mb3412c,, 296 aa, 296 aa ,,,100.00%,296 aa overlap,,,diterpene synthase,intermediate metabolism and respiration
Rv3382c,Mb3414c,lytB1, 329 aa, 329 aa ,,,100.00%,329 aa overlap,,,probable lytb-related protein lytb1,cell wall and cell processes
Rv3384c,Mb3416c,vapc46, 130 aa, 130 aa ,,,100.00%,130 aa overlap,,,possible toxin vapc46. contains pin domain.,"virulence, detoxification,adaptation"
Rv3385c,Mb3417c,vapb46, 102 aa, 102 aa ,,,100.00%,102 aa overlap,,,possible antitoxin vapb46,"virulence, detoxification,adaptation"
Rv3386,Mb3418,, 234 aa, 234 aa ,,,100.00%,234 aa overlap,,,possible transposase,insertion seqs and phages
Rv3387,Mb3419,, 225 aa, 225 aa ,,,100.00%,225 aa overlap,,,possible transposase,insertion seqs and phages
Rv3390,Mb3422,lpqD, 236 aa, 236 aa ,,,100.00%,236 aa overlap,,,probable conserved lipoprotein lpqd,cell wall and cell processes
Rv3391,Mb3423,acrA1, 650 aa, 650 aa ,,,100.00%,650 aa overlap,,,possible multi-functional enzyme with acyl-coa-reductase activity acra1,lipid metabolism
Rv3393,Mb3425,iunH, 308 aa, 308 aa ,,,100.00%,308 aa overlap,,,probable nucleoside hydrolase iunh purine nucleosidase,intermediate metabolism and respiration
Rv3394c,Mb3426c,, 527 aa, 527 aa ,,,100.00%,527 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3395A,Mb3428,, 208 aa, 208 aa ,,,100.00%,208 aa overlap,,,probable membrane protein,cell wall and cell processes
Rv3396c,Mb3429c,guaA, 525 aa, 525 aa ,,,100.00%,525 aa overlap,,,probable gmp synthase [glutamine-hydrolyzing] guaa glutamine amidotransferase gmp synthetase,intermediate metabolism and respiration
Rv3397c,Mb3430c,phyA, 302 aa, 302 aa ,,,100.00%,302 aa overlap,,,probable phytoene synthase phya,intermediate metabolism and respiration
Rv3398c,Mb3431c,idsA1, 359 aa, 359 aa ,,,100.00%,359 aa overlap,,,probable multifunctional geranylgeranyl pyrophosphate synthetase idsa1 ggpp synthetase ggppsase geranylgeranyl diphosphate synthase: dimethylallyltransferase prenyltransferase geranyl-diphosphate synthase b geranyltranstransferase farnesyl-diphosphate synthase farnesyl-pyrophosphate synthetase farnesyl diphosphate synthetase fpp synthetase b farnesyltranstransferase geranylgeranyl-diphosphate synthase,lipid metabolism
Rv3400,Mb3433,, 262 aa, 262 aa ,,,100.00%,262 aa overlap,,,probable hydrolase,intermediate metabolism and respiration
Rv3403c,Mb3437c,, 533 aa, 533 aa ,,,100.00%,533 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv3404c,Mb3438c,, 234 aa, 234 aa ,,,100.00%,234 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3405c,Mb3439c,, 188 aa, 188 aa ,,,100.00%,188 aa overlap,,,possible transcriptional regulatory protein,regulatory proteins
Rv3406,Mb3440,, 295 aa, 295 aa ,,,100.00%,295 aa overlap,,,probable dioxygenase,intermediate metabolism and respiration
Rv3407,Mb3441,vapb47, 99 aa, 99 aa ,,,100.00%,99 aa overlap,,,possible antitoxin vapb47,"virulence, detoxification,adaptation"
Rv3409c,Mb3443c,choD, 578 aa, 578 aa ,,,100.00%,578 aa overlap,,,cholesterol oxidase chod cholesterol-o2 oxidoreductase,lipid metabolism
Rv3410c,Mb3444c,guaB3, 375 aa, 375 aa ,,,100.00%,375 aa overlap,,,probable inosine-5'-monophosphate dehydrogenase guab3 imp dehydrogenase inosinic acid dehydrogenase inosinate dehydrogenase imp oxidoreductase inosine-5'-monophosphate oxidoreductase impdh impd,intermediate metabolism and respiration
Rv3411c,Mb3445c,guaB2, 529 aa, 529 aa ,,,100.00%,529 aa overlap,,,probable inosine-5'-monophosphate dehydrogenase guab2 imp dehydrogenase inosinic acid dehydrogenase inosinate dehydrogenase imp oxidoreductase inosine-5'-monophosphate oxidoreductase impdh impd,intermediate metabolism and respiration
Rv3412,Mb3446,, 136 aa, 136 aa ,,,100.00%,136 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3413c,Mb3447c,, 299 aa, 299 aa ,,,100.00%,299 aa overlap,,,unknown alanine and proline rich protein,Conserved hypothetical protein
Rv3414c,Mb3448c,sigD, 212 aa, 212 aa ,,,100.00%,212 aa overlap,,,probable alternative rna polymerase sigma-d factor sigd,information pathways
Rv3415c,Mb3449c,, 275 aa, 275 aa ,,,100.00%,275 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3416,Mb3450,whiB3, 102 aa, 102 aa ,,,100.00%,102 aa overlap,,,transcriptional regulatory protein whib-like whib3. contains [4fe-4s] cluster.,regulatory proteins
Rv3417c,Mb3451c,groEL1, 539 aa, 539 aa ,,,100.00%,539 aa overlap,,,60 kda chaperonin 1 groel1 protein cpn60-1 groel protein 1,"virulence, detoxification,adaptation"
Rv3418c,Mb3452c,groES, 100 aa, 100 aa ,,,100.00%,100 aa overlap,,,10 kda chaperonin groes protein cpn10 protein groes bcg-a heat shock protein 10 kda antigen,"virulence, detoxification,adaptation"
Rv3419c,Mb3453c,gcp, 344 aa, 344 aa ,,,100.00%,344 aa overlap,,,probable o-sialoglycoprotein endopeptidase gcp glycoprotease,intermediate metabolism and respiration
Rv3420c,Mb3454c,rimI, 158 aa, 158 aa ,,,100.00%,158 aa overlap,,,ribosomal-protein-alanine acetyltransferase rimi acetylating enzyme for n-terminal of ribosomal protein s18,information pathways
Rv3421c,Mb3455c,, 211 aa, 211 aa ,,,100.00%,211 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3422c,Mb3456c,, 168 aa, 168 aa ,,,100.00%,168 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3423c,Mb3457c,alr, 408 aa, 408 aa ,,,100.00%,408 aa overlap,,,alanine racemase alr,intermediate metabolism and respiration
Rv3424c,Mb3458c,, 120 aa, 120 aa ,,,100.00%,120 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv3431c,Mb3461c,, 281 aa, 281 aa ,,,100.00%,281 aa overlap,,,possible transposase fragment,insertion seqs and phages
Rv3432c,Mb3462c,gadB, 460 aa, 460 aa ,,,100.00%,460 aa overlap,,,probable glutamate decarboxylase gadb,intermediate metabolism and respiration
Rv3435c,Mb3465c,, 284 aa, 284 aa ,,,100.00%,284 aa overlap,,,probable conserved transmembrane protein,cell wall and cell processes
Rv3436c,Mb3466c,glmS, 624 aa, 624 aa ,,,100.00%,624 aa overlap,,,probable glucosamine--fructose-6-phosphate aminotransferase [isomerizing] glms hexosephosphate aminotransferase d-fructose-6-phosphate amidotransferase gfat l-glutamine-d-fructose-6-phosphate amidotransferase glucosamine-6-phosphate synthase,intermediate metabolism and respiration
Rv3438,Mb3468,, 280 aa, 280 aa ,,,100.00%,280 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3439c,Mb3469c,, 467 aa, 467 aa ,,,100.00%,467 aa overlap,,,conserved hypothetical alanine and proline rich protein,Conserved hypothetical protein
Rv3440c,Mb3470c,, 103 aa, 103 aa ,,,100.00%,103 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv3441c,Mb3471c,mrsA, 448 aa, 448 aa ,,,100.00%,448 aa overlap,,,probable phospho-sugar mutase / mrsa protein homolog,intermediate metabolism and respiration
Rv3442c,Mb3472c,rpsI, 151 aa, 151 aa ,,,100.00%,151 aa overlap,,,30s ribosomal protein s9 rpsi,information pathways
Rv3443c,Mb3473c,rplM, 147 aa, 147 aa ,,,100.00%,147 aa overlap,,,50s ribosomal protein l13 rplm,information pathways
Rv3444c,Mb3474c,esxT, 100 aa, 100 aa ,,,100.00%,100 aa overlap,,,putative esat-6 like protein esxt,cell wall and cell processes
Rv3445c,Mb3475c,esxU, 105 aa, 105 aa ,,,100.00%,105 aa overlap,,,esat-6 like protein esxu,cell wall and cell processes
Rv3446c,Mb3476c,, 404 aa, 404 aa ,,,100.00%,404 aa overlap,,,hypothetical alanine and valine rich protein,Conserved hypothetical protein
Rv3449,Mb3479,mycp4, 455 aa, 455 aa ,,,100.00%,455 aa overlap,,,probable membrane-anchored mycosin mycp4 serine protease subtilisin-like protease subtilase-like mycosin-4,intermediate metabolism and respiration
Rv3450c,Mb3480c,eccb4, 470 aa, 470 aa ,,,100.00%,470 aa overlap,,,esx conserved component eccb4. esx-4 type vii secretion system protein. probable membrane protein.,cell wall and cell processes
Rv3451,Mb3481,cut3, 262 aa, 262 aa ,,,100.00%,262 aa overlap,,,probable cutinase precursor cut3,cell wall and cell processes
Rv3452,Mb3482,cut4, 226 aa, 226 aa ,,,100.00%,226 aa overlap,,,probable cutinase precursor cut4,cell wall and cell processes
Rv3455c,Mb3484c,truA, 256 aa, 256 aa ,,,100.00%,256 aa overlap,,,probable trna pseudouridine synthase a trua pseudouridylate synthase i pseudouridine synthase i uracil hydrolyase,information pathways
Rv3456c,Mb3485c,rplQ, 180 aa, 180 aa ,,,100.00%,180 aa overlap,,,50s ribosomal protein l17 rplq,information pathways
Rv3457c,Mb3486c,rpoA, 347 aa, 347 aa ,,,100.00%,347 aa overlap,,,probable dna-directed rna polymerase alpha chain rpoa transcriptase alpha chain rna polymerase alpha subunit dna-directed rna nucleotidyltransferase,information pathways
Rv3458c,Mb3487c,rpsD, 201 aa, 201 aa ,,,100.00%,201 aa overlap,,,30s ribosomal protein s4 rpsd,information pathways
Rv3460c,Mb3489c,rpsM, 124 aa, 124 aa ,,,100.00%,124 aa overlap,,,30s ribosomal protein s13 rpsm,information pathways
Rv3461c,Mb3490c,rpmJ, 37 aa, 37 aa ,,,100.00%,37 aa overlap,,,50s ribosomal protein l36 rpmj,information pathways
Rv3462c,Mb3491c,infA, 73 aa, 73 aa ,,,100.00%,73 aa overlap,,,probable translation initiation factor if-1 infa,information pathways
Rv3463,Mb3492,, 285 aa, 285 aa ,,,100.00%,285 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3464,Mb3493,rmlB1, 331 aa, 331 aa ,,,100.00%,331 aa overlap,,,dtdp-glucose 4c6-dehydratase rmlb,intermediate metabolism and respiration
Rv3465,Mb3494,rmlC, 202 aa, 202 aa ,,,100.00%,202 aa overlap,,,dtdp-4-dehydrorhamnose 3c5-epimerase rmlc dtdp-4-keto-6-deoxyglucose 3c5-epimerase dtdp-l-rhamnose synthetase thymidine diphospho-4-keto-rhamnose 3c5-epimerase,intermediate metabolism and respiration
Rv3469c,Mb3498c,mhpE, 336 aa, 336 aa ,,,100.00%,336 aa overlap,,,probable 4-hydroxy-2-oxovalerate aldolase mhpe hoa,intermediate metabolism and respiration
Rv3472,Mb3501,, 168 aa, 168 aa ,,,100.00%,168 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3473c,Mb3502c,bpoA, 261 aa, 261 aa ,,,100.00%,261 aa overlap,,,possible peroxidase bpoa non-haem peroxidase,"virulence, detoxification,adaptation"
Rv3478,Mb3505,PPE60, 393 aa, 393 aa ,,,100.00%,393 aa overlap,,,pe family protein ppe60,PE/PPE
Rv3481c,Mb3511c,, 229 aa, 229 aa ,,,100.00%,229 aa overlap,,,probable integral membrane protein,cell wall and cell processes
Rv3482c,Mb3512c,, 260 aa, 260 aa ,,,100.00%,260 aa overlap,,,probable conserved membrane protein,cell wall and cell processes
Rv3483c,Mb3513c,, 220 aa, 220 aa ,,,100.00%,220 aa overlap,,,possible exported protein,cell wall and cell processes
Rv3484,Mb3514,cpsA, 512 aa, 512 aa ,,,100.00%,512 aa overlap,,,possible conserved protein cpsa,Conserved hypothetical protein
Rv3485c,Mb3515c,, 314 aa, 314 aa ,,,100.00%,314 aa overlap,,,probable short-chain type dehydrogenase/reductase,intermediate metabolism and respiration
Rv3486,Mb3516,, 149 aa, 149 aa ,,,100.00%,149 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3487c,Mb3517c,lipF, 277 aa, 277 aa ,,,100.00%,277 aa overlap,,,probable esterase/lipase lipf,intermediate metabolism and respiration
Rv3489,Mb3519,, 54 aa, 54 aa ,,,100.00%,54 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv3491,Mb3521,, 192 aa, 192 aa ,,,100.00%,192 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv3492c,Mb3522c,, 160 aa, 160 aa ,,,100.00%,160 aa overlap,,,conserved hypothetical mce associated protein,Conserved hypothetical protein
Rv3493c,Mb3523c,, 242 aa, 242 aa ,,,100.00%,242 aa overlap,,,conserved hypothetical mce associated alanine and valine rich protein,Conserved hypothetical protein
Rv3495c,Mb3525c,lprN, 384 aa, 384 aa ,,,100.00%,384 aa overlap,,,possible mce-family lipoprotein lprn mce-family lipoprotein mce4e,cell wall and cell processes
Rv3496c,Mb3526c,mce4D, 451 aa, 451 aa ,,,100.00%,451 aa overlap,,,mce-family protein mce4d,"virulence, detoxification,adaptation"
Rv3497c,Mb3527c,mce4C, 357 aa, 357 aa ,,,100.00%,357 aa overlap,,,mce-family protein mce4c,"virulence, detoxification,adaptation"
Rv3498c,Mb3528c,mce4B, 350 aa, 350 aa ,,,100.00%,350 aa overlap,,,mce-family protein mce4b,"virulence, detoxification,adaptation"
Rv3499c,Mb3529c,mce4A, 400 aa, 400 aa ,,,100.00%,400 aa overlap,,,mce-family protein mce4a,"virulence, detoxification,adaptation"
Rv3500c,Mb3530c,yrbE4B, 280 aa, 280 aa ,,,100.00%,280 aa overlap,,,conserved integral membrane protein yrbe4b. possible abc transporter.,"virulence, detoxification,adaptation"
Rv3501c,Mb3531c,yrbE4A, 254 aa, 254 aa ,,,100.00%,254 aa overlap,,,conserved integral membrane protein yrbe4a. possible abc transporter.,"virulence, detoxification,adaptation"
Rv3502c,Mb3532c,, 317 aa, 317 aa ,,,100.00%,317 aa overlap,,,probable short-chain type dehydrogenase/reductase. possible 17-beta-hydroxysteroid dehydrogenase.,intermediate metabolism and respiration
Rv3503c,Mb3533c,fdxD, 63 aa, 63 aa ,,,100.00%,63 aa overlap,,,probable ferredoxin fdxd,intermediate metabolism and respiration
Rv3504,Mb3534,fadE26, 400 aa, 400 aa ,,,100.00%,400 aa overlap,,,probable acyl-coa dehydrogenase fade26,lipid metabolism
Rv3506,Mb3536,fadD17, 502 aa, 502 aa ,,,100.00%,502 aa overlap,,,fatty-acid-coa synthetase fadd17 fatty-acid-coa synthase fatty-acid-coa ligase,lipid metabolism
Rv3509c,Mb3539c,ilvX, 515 aa, 515 aa ,,,100.00%,515 aa overlap,,,probable acetohydroxyacid synthase ilvx acetolactate synthase,intermediate metabolism and respiration
Rv3510c,Mb3540c,, 278 aa, 278 aa ,,,100.00%,278 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3513c,Mb3542c,fadD18, 218 aa, 218 aa ,,,100.00%,218 aa overlap,,,probable fatty-acid-coa ligase fadd18 fragment fatty-acid-coa synthetase fatty-acid-coa synthase,lipid metabolism
Rv3515c,Mb3544c,fadD19, 548 aa, 548 aa ,,,100.00%,548 aa overlap,,,fatty-acid-coa ligase fadd19 fatty-acid-coa synthetase fatty-acid-coa synthase,lipid metabolism
Rv3517,Mb3546,, 279 aa, 279 aa ,,,100.00%,279 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3519,Mb3549,, 236 aa, 236 aa ,,,100.00%,236 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv3520c,Mb3550c,, 347 aa, 347 aa ,,,100.00%,347 aa overlap,,,possible coenzyme f420-dependent oxidoreductase,intermediate metabolism and respiration
Rv3523,Mb3553,ltp3, 394 aa, 394 aa ,,,100.00%,394 aa overlap,,,probable lipid carrier protein or keto acyl-coa thiolase ltp3,lipid metabolism
Rv3524,Mb3554,, 343 aa, 343 aa ,,,100.00%,343 aa overlap,,,probable conserved membrane protein,cell wall and cell processes
Rv3525c,Mb3555c,, 174 aa, 174 aa ,,,100.00%,174 aa overlap,,,possible siderophore-binding protein,intermediate metabolism and respiration
Rv3526,Mb3556,ksha, 386 aa, 386 aa ,,,100.00%,386 aa overlap,,,oxygenase component of 3-ketosteroid-9-alpha-hydroxylase ksha,intermediate metabolism and respiration
Rv3527,Mb3557,, 149 aa, 149 aa ,,,100.00%,149 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv3528c,Mb3558c,, 237 aa, 237 aa ,,,100.00%,237 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv3529c,Mb3559c,, 384 aa, 384 aa ,,,100.00%,384 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3530c,Mb3560c,, 260 aa, 260 aa ,,,100.00%,260 aa overlap,,,possible oxidoreductase,intermediate metabolism and respiration
Rv3531c,Mb3561c,, 375 aa, 375 aa ,,,100.00%,375 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv3532,Mb3562,PPE61, 406 aa, 406 aa ,,,100.00%,406 aa overlap,,,ppe family protein ppe61,PE/PPE
Rv3533c,Mb3563c,PPE62, 582 aa, 582 aa ,,,100.00%,582 aa overlap,,,ppe family protein ppe62,PE/PPE
Rv3534c,Mb3564c,hsaf, 346 aa, 346 aa ,,,100.00%,346 aa overlap,,,probable 4-hydroxy-2-oxovalerate aldolase hoa,intermediate metabolism and respiration
Rv3535c,Mb3565c,hsag, 303 aa, 303 aa ,,,100.00%,303 aa overlap,,,probable acetaldehyde dehydrogenase acetaldehyde dehydrogenase [acetylating],intermediate metabolism and respiration
Rv3536c,Mb3566c,hsae, 261 aa, 261 aa ,,,100.00%,261 aa overlap,,,probable hydratase,intermediate metabolism and respiration
Rv3537,Mb3567,kstd, 563 aa, 563 aa ,,,100.00%,563 aa overlap,,,probable dehydrogenase,intermediate metabolism and respiration
Rv3538,Mb3568,, 286 aa, 286 aa ,,,100.00%,286 aa overlap,,,probable dehydrogenase. possible 2-enoyl acyl-coa hydratase.,intermediate metabolism and respiration
Rv3539,Mb3569,PPE63, 479 aa, 479 aa ,,,100.00%,479 aa overlap,,,ppe family protein ppe63,PE/PPE
Rv3540c,Mb3570c,ltp2, 386 aa, 386 aa ,,,100.00%,386 aa overlap,,,probable lipid transfer protein or keto acyl-coa thiolase ltp2,lipid metabolism
Rv3541c,Mb3571c,, 129 aa, 129 aa ,,,100.00%,129 aa overlap,,,conserved protein,Conserved hypothetical protein
Rv3542c,Mb3572c,, 311 aa, 311 aa ,,,100.00%,311 aa overlap,,,conserved hypothetical protein,Conserved hypothetical protein
Rv3543c,Mb3573c,fadE29, 387 aa, 387 aa ,,,100.00%,387 aa overlap,,,probable acyl-coa dehydrogenase fade29,lipid metabolism
Rv3544c,Mb3574c,fadE28, 339 aa, 339 aa ,,,100.00%,339 aa overlap,,,probable acyl-coa dehydrogenase fade28,lipid metabolism
Rv3545c,Mb3575c,cyp125, 433 aa, 433 aa ,,,100.00%,433 aa overlap,,,probable cytochrome p450 125 cyp125,intermediate metabolism and respiration
Rv3546,Mb3576,fadA5, 391 aa, 391 aa ,,,100.00%,391 aa overlap,,,probable acetyl-coa acetyltransferase fada5 acetoacetyl-coa thiolase,lipid metabolism
Rv3547,Mb3577,ddn, 151 aa, 151 aa ,,,100.00%,151 aa overlap,,,deazaflavin-dependent nitroreductase ddn,intermediate metabolism and respiration
Rv3549c,Mb3579c,, 259 aa, 259 aa ,,,100.00%,259 aa overlap,,,probable short-chain type dehydrogenase/reductase,intermediate metabolism and respiration
Rv3550,Mb3580,echA20, 247 aa, 247 aa ,,,100.00%,247 aa overlap,,,probable enoyl-coa hydratase echa20 enoyl hydrase unsaturated acyl-coa hydratase crotonase,lipid metabolism
Rv3552,Mb3582,, 250 aa, 250 aa ,,,100.00%,250 aa overlap,,,possible coa-transferase beta subunit,intermediate metabolism and respiration
Rv3553,Mb3583,, 355 aa, 355 aa ,,,100.00%,355 aa overlap,,,possible oxidoreductase,intermediate metabolism and respiration
Rv3554,Mb3584,fdxB, 685 aa, 685 aa ,,,100.00%,685 aa overlap,,,possible electron transfer protein fdxb,intermediate metabolism and respiration
Rv3556c,Mb3586c,fadA6, 386 aa, 386 aa ,,,100.00%,386 aa overlap,,,probable acetyl-coa acetyltransferase fada6 acetoacetyl-coa thiolase,lipid metabolism
Rv3557c,Mb3587c,, 200 aa, 200 aa ,,,100.00%,200 aa overlap,,,transcriptional regulatory protein probably tetr-family,regulatory proteins
Rv3558,Mb3588,PPE64, 552 aa, 552 aa ,,,100.00%,552 aa overlap,,,ppe family protein ppe64,PE/PPE
Rv3560c,Mb3590c,fadE30, 385 aa, 385 aa ,,,100.00%,385 aa overlap,,,probable acyl-coa dehydrogenase fade30,lipid metabolism
Rv3562,Mb3592,fadE31, 377 aa, 377 aa ,,,100.00%,377 aa overlap,,,probable acyl-coa dehydrogenase fade31,lipid metabolism
Rv3564,Mb3594,fadE33, 318 aa, 318 aa ,,,100.00%,318 aa overlap,,,probable acyl-coa dehydrogenase fade33,lipid metabolism
Rv3565,Mb3595,aspB, 388 aa, 388 aa ,,,100.00%,388 aa overlap,,,possible aspartate aminotransferase aspb transaminase a aspat glutamic--oxaloacetic transaminase glutamic--aspartic transaminase,intermediate metabolism and respiration
Rv3566c,Mb3596c,nat, 283 aa, 283 aa ,,,100.00%,283 aa overlap,,,arylamine n-acetyltransferase nat arylamine acetylase,intermediate metabolism and respiration
Rv3566A,Mb3597c,, 88 aa, 88 aa ,,,100.00%,88 aa overlap,,,hypothetical protein,Conserved hypothetical protein
Rv3569c,Mb3600c,hsad, 291 aa, 291 aa ,,,100.00%,291 aa overlap,,,4c9-dhsa hydrolase,intermediate metabolism and respiration
Rv3571,Mb3602,kshb, 358 aa, 358 aa ,,,100.00%,358 aa overlap,,,reductase component of 3-ketosteroid-9-alpha-hydroxylase kshb,intermediate metabolism and respiration
Rv3572,Mb3603,, 176 aa, 176 aa ,,,100.00%,176 aa overlap,,,unknown protein,Conserved hypothetical protein
Rv3573c,Mb3604c,fadE34, 711 aa, 711 aa ,,,100.00%,711 aa overlap,,,probable acyl-coa dehydrogenase fade34,lipid metabolism
Rv3574,Mb3605,kstr, 199 aa, 199 aa ,,,100.00%,199 aa overlap,,,transcriptional regulatory protein kstr probably tetr-family,regulatory proteins
Rv3575c,Mb3606c,, 359 aa, 359 aa ,,,100.00%,359 aa overlap,,,transcriptional regulatory protein probably laci-family,regulatory proteins
