Mbovis	Mtb	gene	func_cat	i/v	alteration	ess_bovis	ess_mtb
Mb3136	Rv3109	moaA1	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3137	Rv3110	moaB1	intermediate metabolism and respiration	Identical		NE	NE
Mb3138	Rv3111	moaC1	intermediate metabolism and respiration	Identical		NE	NE
Mb3139	Rv3112	moaD1	intermediate metabolism and respiration	Identical		NE	NE
Mb3140	Rv3113	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3141	Rv3114	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3142	Rv3115	-	insertion seqs and phages	Variable	Non-syn SNP(s)	NE	NE
Mb3143	Rv3116	moeB2	intermediate metabolism and respiration	Identical		NE	NE
Mb3144	Rv3121	cysA3	intermediate metabolism and respiration	Variable	Truncation, RD region	NE	NE
Mb3145	Rv3122	-	Conserved hypothetical protein	Identical		NE	NE
Mb3146	Rv3123	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb3147	Rv3124	-	regulatory proteins	Identical		NE	NE
Mb3148c	Rv3125c	PPE49	PE/PPE	Variable	Non-syn SNP(s)	NE	NE
Mb3149c	Rv3126c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3150	Rv3127	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3151c	Rv3128c	-	conserved hypotheticals	Variable	Frameshift in M. bovis AF2122/97	NE	0
Mb3152c	Rv3128c	-	conserved hypotheticals	Variable	Frameshift in M. bovis AF2122/97	NE	0
Mb3153	Rv3129	-	Conserved hypothetical protein	Identical		NE	0
Mb3154c	Rv3130c	-	lipid metabolism	Identical		NE	NE
Mb3155	Rv3131	-	Conserved hypothetical protein	Identical		NE	NE
Mb3156c	Rv3132c	devS	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb3157c	Rv3133c	devR	regulatory proteins	Identical		NE	NE
Mb3158c	Rv3134c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb3159	Rv3135	PPE50	PE/PPE	Variable	Elongation,Large deletion event	NE	NE
Mb3160	Rv3136	PPE51	PE/PPE	Identical		NE	NE
Mb3160A	Rv3136A	len: 110 aa. Equivalent to Rv3136A len: 110 aa	Conserved hypothetical protein	Identical		NE	NE
Mb3161	Rv3137	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb3162	Rv3138	pflA	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3163	Rv3139	fadE24	lipid metabolism	Identical		NE	NE
Mb3164	Rv3140	fadE23	lipid metabolism	Identical		NE	NE
Mb3165	Rv3141	fadB4	lipid metabolism	Identical		NE	NE
Mb3166c	Rv3142c	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb3167	Rv3143	-	regulatory proteins	Identical		NE	NE
Mb3168c	Rv3144c	PPE52	PE/PPE	Variable	Non-syn SNP(s)	NE	NE
Mb3169	Rv3145	nuoA	intermediate metabolism and respiration	Identical		NE	NE
Mb3170	Rv3146	nuoB	intermediate metabolism and respiration	Identical		NE	NE
Mb3171	Rv3147	nuoC	intermediate metabolism and respiration	Identical		NE	NE
Mb3172	Rv3148	nuoD	intermediate metabolism and respiration	Identical		NE	NE
Mb3173	Rv3149	nuoE	intermediate metabolism and respiration	Identical		NE	NE
Mb3174	Rv3150	nuoF	intermediate metabolism and respiration	Identical		NE	NE
Mb3175	Rv3151	nuoG	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3176	Rv3152	nuoH	intermediate metabolism and respiration	Identical		NE	NE
Mb3177	Rv3153	nuoI	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3178	Rv3154	nuoJ	intermediate metabolism and respiration	Identical		NE	NE
Mb3179	Rv3155	nuoK	intermediate metabolism and respiration	Identical		NE	NE
Mb3180	Rv3156	nuoL	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3181	Rv3157	nuoM	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3182	Rv3158	nuoN	intermediate metabolism and respiration	Identical		NE	NE
Mb3183c	Rv3159c	PPE53	PE/PPE	Variable	TruncationLarge insertion event	NE	NE
Mb3184c		PPE70			M. bovis specific	NE	0
Mb3185c	Rv3160c	-	regulatory proteins	Identical		NE	NE
Mb3186c	Rv3161c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3187c	Rv3162c	-	cell wall and cell processes	Variable	Elongated protein in M. bovis AF2122/97	NE	NE
Mb3188c	Rv3163c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3189c	Rv3164c	moxR3	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb3190c	Rv3165c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3191c	Rv3166c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3192c	Rv3167c	-	regulatory proteins	Identical		ES	NE
Mb3193	Rv3168	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3194	Rv3169	-	Conserved hypothetical protein	Identical		NE	NE
Mb3195	Rv3170	aofH	intermediate metabolism and respiration	Identical		NE	NE
Mb3196c	Rv3171c	hpx	virulence, detoxification, adaptation	Variable	Non-syn SNP(s)	NE	NE
Mb3197c	Rv3172c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3198c	Rv3173c	-	regulatory proteins	Identical		NE	NE
Mb3199	Rv3174	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3200	Rv3175	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3201c	Rv3176c	mesTb	virulence, detoxification, adaptation	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb3202c	Rv3176c	mesTa	virulence, detoxification, adaptation	Variable	Frameshift in M. bovis AF2122/97	NE	NE
Mb3203	Rv3177	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb3204	Rv3178	-	Conserved hypothetical protein	Identical		NE	NE
Mb3205	Rv3179	-	Conserved hypothetical protein	Identical		NE	NE
Mb3206c	Rv3180c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3207c	Rv3181c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3208	Rv3182	-	Conserved hypothetical protein	Identical		NE	NE
Mb3209	Rv3183	-	regulatory proteins	Identical		NE	NE
Mb3210	Rv3188	-	Conserved hypothetical protein	Identical		NE	NE
Mb3211	Rv3189	-	Conserved hypothetical protein	Identical		NE	NE
Mb3212A	Rv3190A	len: 69 aa. Equivalent to Rv3190A len: 69 aa	Conserved hypothetical protein	Identical		NE	NE
Mb3212c	Rv3190c	-	conserved hypotheticals 	Variable	Non-syn SNP(s)	NE	NE
Mb3213c	Rv3191c	-	insertion seqs and phages	Identical		NE	NE
Mb3214	Rv3192	-	Conserved hypothetical protein	Identical		ES	NE
Mb3215c	Rv3193c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3216c	Rv3194c	-	cell wall and cell processes	Identical		NE	NE
Mb3217	Rv3195	-	Conserved hypothetical protein	Identical		NE	NE
Mb3218	Rv3196	-	Conserved hypothetical protein	Identical		NE	NE
Mb3219c	Rv3196A	-	Conserved hypothetical protein	Identical		NE	NE
Mb3220	Rv3197	-	cell wall and cell processes	Identical		NE	NE
Mb3221c	Rv3197A	whiB7	regulatory proteins	Identical		ES	NE
Mb3222c	Rv3198c	UvrD2	information pathways	Identical		NE	ES
Mb3223	Rv3198A	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3224c	Rv3199c	nudC	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3225c	Rv3200c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3226c	Rv3201c	-	information pathways	Identical		NE	NE
Mb3227c	Rv3202c	-	information pathways	Variable	Non-syn SNP(s)	NE	NE
Mb3228	Rv3203	lipV	intermediate metabolism and respiration	Identical		NE	NE
Mb3229	Rv3204	-	information pathways	Variable	Non-syn SNP(s)	NE	NE
Mb3230c	Rv3205c	-	Conserved hypothetical protein	Identical		ES	NE
Mb3231c	Rv3206c	moeB1	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb3232c	Rv3207c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3233	Rv3208	-	regulatory proteins	Identical		NE	NE
Mb3234c	Rv3208A	TB9.4	virulence, detoxification,adaptation	Identical		NE	NE
Mb3235	Rv3209	-	Conserved hypothetical protein	Identical		NE	NE
Mb3236c	Rv3210c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3237	Rv3211	rhlE	information pathways	Variable	Non-syn SNP(s)	ES	NE
Mb3238	Rv3212	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	GD
Mb3239c	Rv3213c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3240	Rv3214	gpm2	intermediate metabolism and respiration	Identical		NE	NE
Mb3241	Rv3215	entC	intermediate metabolism and respiration	Identical		NE	GD
Mb3242	Rv3216	-	intermediate metabolism and respiration	Identical		NE	0
Mb3243c	Rv3217c	-	cell wall and cell processes	Identical		NE	NE
Mb3244	Rv3218	-	Conserved hypothetical protein	Identical		ES	NE
Mb3245	Rv3219	whiB1	regulatory proteins	Identical		NE	GD
Mb3246c	Rv3220c	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb3247c	Rv3221c	TB7.3	lipid metabolism	Identical		NE	NE
Mb3248c	Rv3221A	-	information pathways	Identical		NE	ES
Mb3249c	Rv3222c	-	Conserved hypothetical protein	Identical		NE	ES
Mb3250c	Rv3223c	sigH	information pathways	Identical		NE	NE
Mb3251	Rv3224	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3252	Rv3224A	-	Conserved hypothetical protein	Identical		NE	0
Mb3253	Rv3224B	-	Conserved hypothetical protein	Identical		NE	0
Mb3254c	Rv3225c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3255c	Rv3226c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3256	Rv3227	aroA	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	GD
Mb3257	Rv3228	-	Conserved hypothetical protein	Identical		NE	NE
Mb3258c	Rv3229c	-	lipid metabolism	Identical		NE	NE
Mb3259c	Rv3230c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3260c	Rv3231c	-	Conserved hypothetical protein	Identical		NE	GA
Mb3261c	Rv3232c	pvdS	intermediate metabolism and respiration	Identical		NE	GA
Mb3262c	Rv3234c	-	conserved hypotheticals	Variable	Base insertion(s) leading to gene fusion event in M. bovis AF2122/97	NE	GA
Mb3263	Rv3235	-	Conserved hypothetical protein	Identical		NE	GA
Mb3264c	Rv3236c	-	cell wall and cell processes	Identical		NE	GA
Mb3265c	Rv3237c	-	Conserved hypothetical protein	Identical		NE	GA
Mb3266c	Rv3238c	-	cell wall and cell processes	Identical		NE	GA
Mb3267c	Rv3239c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	ES	GA
Mb3268c	Rv3240c	secA1	cell wall and cell processes	Identical		NE	ES
Mb3269c	Rv3241c	-	information pathways	Identical		GD	NE
Mb3270c	Rv3242c	-	Conserved hypothetical protein	Identical		GD	NE
Mb3271c	Rv3243c	-	Conserved hypothetical protein	Identical		GD	NE
Mb3272c	Rv3244c	lpqB	cell wall and cell processes	Variable	Non-syn SNP(s)	ES	GD
Mb3273c	Rv3245c	mtrB	regulatory proteins	Variable	Non-syn SNP(s)	ES	GD
Mb3274c	Rv3246c	mtrA	regulatory proteins	Identical		GD	ES
Mb3275c	Rv3247c	tmk	intermediate metabolism and respiration	Identical		ES	ES
Mb3276c	Rv3248c	sahH	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb3277c	Rv3249c	-	regulatory proteins	Identical		NE	GA
Mb3278c	Rv3250c	-	intermediate metabolism and respiration	Identical		NE	GA
Mb3279c	Rv3251c	-	intermediate metabolism and respiration	Identical		NE	GA
Mb3280c	Rv3252c	alkB	lipid metabolism	Identical		NE	GA
Mb3281c	Rv3253c	-	cell wall and cell processes	Identical		NE	GA
Mb3282	Rv3254	-	Conserved hypothetical protein	Identical		ES	GA
Mb3283c	Rv3255c	manA	intermediate metabolism and respiration	Identical		ES	ES
Mb3284c	Rv3256c	-	Conserved hypothetical protein	Identical		ES	NE
Mb3285c	Rv3257c	manB	intermediate metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb3286c	Rv3258c	-	Conserved hypothetical protein	Identical		GD	NE
Mb3287	Rv3259	-	Conserved hypothetical protein	Identical		GD	NE
Mb3288c	Rv3260c	whiB2	regulatory proteins	Identical		GD	NE
Mb3289	Rv3261	fbiA	intermediate metabolism and respiration	Identical		NE	NE
Mb3290	Rv3262	fbiB	intermediate metabolism and respiration	Identical		NE	NE
Mb3291	Rv3263	-	information pathways	Identical		ES	NE
Mb3292c	Rv3264c	manC	cell wall and cell processes	Identical		ES	ES
Mb3293c	Rv3265c	wbbL1	intermediary metabolism and respiration	Variable	Truncated protein in M. bovis AF2122/97	ES	GD
Mb3294c	Rv3266c	rmld	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	GD	GD
Mb3295	Rv3267	-	Conserved hypothetical protein	Identical		NE	NE
Mb3296	Rv3268	-	Conserved hypothetical protein	Identical		NE	NE
Mb3297	Rv3269	-	0	Identical		NE	NE
Mb3298	Rv3270	ctpC	cell wall and cell processes	Identical		NE	NE
Mb3299c	Rv3271c	-	cell wall and cell processes	Identical		NE	NE
Mb3300	Rv3272	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3301	Rv3273	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3302c	Rv3274c	fadE25	lipid metabolism	Identical		ES	NE
Mb3303c	Rv3275c	purE	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	GD
Mb3304c	Rv3276c	purK	intermediate metabolism and respiration	Identical		NE	GD
Mb3305	Rv3277	-	cell wall and cell processes	Identical		NE	NE
Mb3306c	Rv3278c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3307c	Rv3279c	birA	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	ES	NE
Mb3308	Rv3280	accD5	lipid metabolism	Variable	Non-syn SNP(s)	ES	ES
Mb3309	Rv3281	-	conserved hypotheticals	Variable	Truncated protein in M. bovis AF2122/97	NE	ES
Mb3310	Rv3282	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3311	Rv3283	sseA	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3312	Rv3284	-	Conserved hypothetical protein	Identical		ES	NE
Mb3313	Rv3285	accA3	lipid metabolism	Identical		NE	ES
Mb3314c	Rv3286c	sigF	information pathways	Identical		NE	GA
Mb3315c	Rv3287c	rsbW	information pathways	Identical		NE	GA
Mb3316c	Rv3288c	usfY	virulence, detoxification,adaptation	Identical		NE	GA
Mb3317c	Rv3289c	-	cell wall and cell processes	Identical		NE	GA
Mb3318c	Rv3290c	lat	intermediate metabolism and respiration	Identical		NE	GA
Mb3319c	Rv3291c	-	regulatory proteins	Variable	Non-syn SNP(s)	NE	NE
Mb3320	Rv3292	-	Conserved hypothetical protein	Identical		NE	NE
Mb3321	Rv3293	pcd	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3322c	Rv3294c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3323	Rv3295	-	regulatory proteins	Identical		NE	NE
Mb3324	Rv3296	lhr	information pathways	Variable	Non-syn SNP(s)	NE	NE
Mb3325	Rv3297	nei	information pathways	Identical		NE	NE
Mb3326c	Rv3298c	lpqC	cell wall and cell processes	Identical		NE	NE
Mb3327c	Rv3299c	atsB	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3328c	Rv3300c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3329c	Rv3301c	phoY1	cell wall and cell processes	Identical		NE	NE
Mb3330c	Rv3302c	glpD2	intermediate metabolism and respiration	Identical		NE	ES
Mb3331c	Rv3303c	lpdA	intermediary metabolism and respiration	Variable	Truncated protein in M. bovis AF2122/97	NE	NE
Mb3332	Rv3304	-	Conserved hypothetical protein	Identical		NE	NE
Mb3333c	Rv3305c	amiA1	intermediate metabolism and respiration	Identical		NE	NE
Mb3334c	Rv3306c	amiB1	intermediate metabolism and respiration	Identical		NE	NE
Mb3335	Rv3307	deoD	intermediate metabolism and respiration	Identical		NE	NE
Mb3336	Rv3308	pmmB	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3337c	Rv3309c	upp	intermediate metabolism and respiration	Identical		NE	NE
Mb3338	Rv3310	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3339	Rv3311	-	Conserved hypothetical protein	Identical		NE	NE
Mb3340c	Rv3312c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3341c	Rv3312A	-	cell wall and cell processes	Identical		NE	NE
Mb3342c	Rv3313c	add	intermediate metabolism and respiration	Identical		NE	NE
Mb3343c	Rv3314c	deoA	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3344c	Rv3315c	cdd	intermediate metabolism and respiration	Identical		NE	NE
Mb3345	Rv3316	sdhC	intermediate metabolism and respiration	Identical		NE	NE
Mb3346	Rv3317	sdhD	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3347	Rv3318	sdhA	intermediate metabolism and respiration	Identical		NE	NE
Mb3348	Rv3319	sdhB	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3349c	Rv3320c	-	0	Identical		NE	NE
Mb3350c	Rv3321c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb3351c	Rv3322c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3352c	Rv3323c	moaX	intermediate metabolism and respiration	Identical		NE	NE
Mb3353c	Rv3324c	moaC3	intermediate metabolism and respiration	Identical		NE	NE
Mb3354c		moaB3			RD region	NE	0
Mb3355c		moaA3			RD region	NE	0
Mb3356		-			RD region	NE	0
Mb3357		-			RD region	NE	0
Mb3358		embR2			RD region	NE	0
Mb3359c		-			RD region	NE	0
Mb3360	Rv3327	-	insertion seqs and phages	Identical		NE	NE
Mb3361c	Rv3328c	sigJ	information pathways	Variable	Non-syn SNP(s)	NE	NE
Mb3362	Rv3329	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3363	Rv3330	dacB1	cell wall and cell processes	Identical		NE	NE
Mb3364	Rv3331	sugI	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3365	Rv3332	nagA	cell wall and cell processes	Identical		NE	NE
Mb3366c	Rv3333c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3367	Rv3334	-	regulatory proteins	Identical		NE	NE
Mb3368c	Rv3335c	-	cell wall and cell processes	Identical		ES	NE
Mb3369c	Rv3336c	trpS	information pathways	Identical		NE	ES
Mb3370	Rv3338	-	conserved hypotheticals	Variable	Base insertion(s) leading to gene fusion event in M. bovis AF2122/97	NE	0
Mb3371c	Rv3339c	icd1	intermediate metabolism and respiration	Identical		NE	NE
Mb3372	Rv3340	metC	intermediate metabolism and respiration	Identical		ES	NE
Mb3373	Rv3341	metA	intermediate metabolism and respiration	Identical		GA	ES
Mb3374	Rv3342	-	intermediate metabolism and respiration	Identical		ES	NE
Mb3375c	Rv3343c	PPE54	PE/PPE	Variable	Truncation, Large deletion event	NE	NE
Mb3376c	Rv3345c	PE_PGRS50b	PE/PPE	Variable	Frameshift in M. bovis	NE	NE
Mb3377c	Rv3345c	PE_PGRS50a	PE/PPE	Variable	Frameshift in M. bovis	NE	NE
Mb3378c	Rv3346c	-	cell wall and cell processes	Identical		NE	GA
Mb3379c	Rv3347c	PPE55b	PE/PPE	Variable	Frameshift in M. bovis	NE	GA
Mb3380c	Rv3347c	PPE55a	PE/PPE	Variable	Frameshift in M. bovis	NE	GA
Mb3381	Rv3348	-	insertion seqs and phages	Identical		NE	NE
Mb3382c	Rv3349c	-	insertion seqs and phages	Identical		NE	NE
Mb3383c	Rv3350c	PPE56d	PE/PPE	Variable	Frameshift in M. bovis	NE	GA
Mb3384c	Rv3350c	PPE56b	PE/PPE	Variable	Frameshift in M. bovis	NE	GA
Mb3385c	Rv3350c	PPE56a	PE/PPE	Variable	Frameshift in M. bovis	NE	GA
Mb3386c	Rv3351c	-	Conserved hypothetical protein	Identical		NE	GA
Mb3387c	Rv3352c	-	intermediate metabolism and respiration	Identical		NE	GA
Mb3388c	Rv3353c	-	Conserved hypothetical protein	Identical		NE	GA
Mb3389	Rv3354	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	GA
Mb3390c	Rv3355c	-	cell wall and cell processes	Identical		ES	GA
Mb3391c	Rv3356c	folD	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	ES
Mb3392	Rv3357	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb3393	Rv3358	-	0	Identical		NE	NE
Mb3394	Rv3359	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3395	Rv3360	-	Conserved hypothetical protein	Identical		NE	NE
Mb3396c	Rv3361c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3397c	Rv3362c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3398c	Rv3363c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3399c	Rv3364c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3400c	Rv3365c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3401	Rv3366	spoU	information pathways	Identical		NE	NE
Mb3402	Rv3367	PE_PGRS51	PE/PPE	Variable	Elongated protein in M. bovis	NE	NE
Mb3403c	Rv3368c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3404	Rv3369	-	Conserved hypothetical protein	Identical		NE	NE
Mb3405c	Rv3370c	dnaE2	information pathways	Identical		NE	NE
Mb3406	Rv3371	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3407	Rv3372	otsB2	0	Identical		NE	ES
Mb3408	Rv3373	echA18	lipid metabolism	Variable	Base transversion(s) leading to gene fusion event in M. bovis AF2122/97	NE	NE
Mb3409	Rv3375	amiD	intermediate metabolism and respiration	Identical		NE	NE
Mb3410	Rv3376	-	Conserved hypothetical protein	Identical		NE	NE
Mb3411c	Rv3377c	-	intermediary metabolism and respiration	Variable	Truncated protein in M. bovis AF2122/97	GD	NE
Mb3412c	Rv3378c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3413c	Rv3379c	dxs2	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3414c	Rv3382c	lytB1	cell wall and cell processes	Identical		NE	NE
Mb3415c	Rv3383c	idsB	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb3416c	Rv3384c	-	0	Identical		NE	NE
Mb3417c	Rv3385c	-	virulence, detoxification,adaptation	Identical		NE	NE
Mb3418	Rv3386	-	insertion seqs and phages	Identical		NE	NE
Mb3419	Rv3387	-	insertion seqs and phages	Identical		NE	NE
Mb3420	Rv3388	PE_PGRS52	PE/PPE	Variable	Elongated protein in M. bovis	NE	NE
Mb3421c	Rv3389c	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3422	Rv3390	lpqD	cell wall and cell processes	Identical		NE	NE
Mb3423	Rv3391	acrA1	lipid metabolism	Identical		NE	NE
Mb3424c	Rv3392c	cmaA1	lipid metabolism	Variable	Non-syn SNP(s)	NE	NE
Mb3425	Rv3393	iunH	intermediate metabolism and respiration	Identical		NE	NE
Mb3426c	Rv3394c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3427c	Rv3395c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3428	Rv3395A	-	cell wall and cell processes	Identical		GD	NE
Mb3429c	Rv3396c	guaA	intermediate metabolism and respiration	Identical		GD	ES
Mb3430c	Rv3397c	phyA	intermediate metabolism and respiration	Identical		NE	NE
Mb3431c	Rv3398c	idsA1	lipid metabolism	Identical		NE	NE
Mb3432	Rv3399	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	NE
Mb3433	Rv3400	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3434	Rv3401	-	intermediary metabolism and respiration	Variable	Non-syn SNP(s)	NE	NE
Mb3436c	Rv3402c	-	cell wall and cell processes	Variable	Truncated protein in M. bovis AF2122/97	NE	GA
Mb3437c	Rv3403c	-	Conserved hypothetical protein	Identical		NE	GA
Mb3438c	Rv3404c	-	Conserved hypothetical protein	Identical		NE	GA
Mb3439c	Rv3405c	-	regulatory proteins	Identical		NE	GA
Mb3440	Rv3406	-	intermediate metabolism and respiration	Identical		NE	GA
Mb3441	Rv3407	-	virulence, detoxification,adaptation	Identical		NE	GA
Mb3442	Rv3408	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	GA
Mb3443c	Rv3409c	choD	lipid metabolism	Identical		ES	GA
Mb3444c	Rv3410c	guaB3	intermediate metabolism and respiration	Identical		NE	GD
Mb3445c	Rv3411c	guaB2	intermediate metabolism and respiration	Identical		NE	ES
Mb3446	Rv3412	-	Conserved hypothetical protein	Identical		NE	NE
Mb3447c	Rv3413c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3448c	Rv3414c	sigD	information pathways	Identical		NE	NE
Mb3449c	Rv3415c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3450	Rv3416	whiB3	regulatory proteins	Identical		ES	NE
Mb3451c	Rv3417c	groEL1	0	Identical		ES	NE
Mb3452c	Rv3418c	groES	0	Identical		NE	ES
Mb3453c	Rv3419c	-	intermediate metabolism and respiration	Identical		NE	NE
Mb3454c	Rv3420c	rimI	information pathways	Identical		NE	NE
Mb3455c	Rv3421c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3456c	Rv3422c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3457c	Rv3423c	alr	intermediate metabolism and respiration	Identical		NE	ES
Mb3458c	Rv3424c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3459	Rv3425	PPE57	PE/PPE	Variable	Truncated protein in M. bovis	NE	NE
Mb3460c	Rv3430c	-	-	Variable	Non-syn SNP(s)	NE	NE
Mb3461c	Rv3431c	-	insertion seqs and phages	Identical		NE	0
Mb3462c	Rv3432c	gadB	intermediate metabolism and respiration	Identical		NE	GA
Mb3463c	Rv3433c	-	conserved hypotheticals	Variable	Non-syn SNP(s)	NE	GA
Mb3464c	Rv3434c	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	GA
Mb3465c	Rv3435c	-	cell wall and cell processes	Identical		ES	GA
Mb3466c	Rv3436c	glmS	intermediate metabolism and respiration	Identical		NE	ES
Mb3467	Rv3437	-	cell wall and cell processes	Variable	Non-syn SNP(s)	NE	NE
Mb3468	Rv3438	-	Conserved hypothetical protein	Identical		NE	NE
Mb3469c	Rv3439c	-	Conserved hypothetical protein	Identical		NE	NE
Mb3470c	Rv3440c	-	Conserved hypothetical protein	Identical		ES	NE
Mb3471c	Rv3441c	mrsA	intermediate metabolism and respiration	Identical		ES	ES
Mb3472c	Rv3442c	rpsI	information pathways	Identical		ES	ES
Mb3473c	Rv3443c	rplM	information pathways	Identical		NE	ES
Mb3474c	Rv3444c	esxT	cell wall and cell processes	Identical		NE	NE
Mb3475c	Rv3445c	len: 105 aa. Equivalent to Rv3445c len: 105 aa	cell wall and cell processes	Identical		NE	NE
