"Name","Type","Product","Start","End","Gene Length","No.Insertion sites","Insertion Index","Av. Coverage","No.Insertion sites DP>5","Insertion Index DP>5","Av. Coverage DP>5","Pos. IS","No.reads per IS","Total no. IS"
"MB2983c","CDS","POSSIBLE METHYLTRANSFERASE %28METHYLASE%29",3273202,3273939,738,15,0.0203252032520325,9,9,0.0121951219512195,26,"3273103;3273337;3273455;3273490;3273494;3273608;3273612;3273657;3273687;3273690;3273775;3273808;3273850;3273918;3273939","286,2,2,29,52,9,26,41,10,1,15,3,2,6,1",485
"MB2984c","CDS","HYPOTHETICAL PROTEIN",3274054,3274302,249,12,0.0481927710843374,7.5,8,0.0321285140562249,9.5,"3273939;3273968;3274004;3274036;3274062;3274113;3274122;3274163;3274180;3274231;3274281;3274302","1,2,6,8,1,7,14,12,2,11,8,32",104
"MB2985","CDS","PROBABLE TRANSPOSASE",3274384,3274773,390,12,0.0307692307692308,5.5,7,0.0179487179487179,8,"3274281;3274302;3274416;3274420;3274438;3274534;3274538;3274550;3274556;3274668;3274755;3274759","8,32,4,8,4,5,1,21,6,14,1,2",106
"MB2986c","CDS","POSSIBLE GLYCOSYL TRANSFERASE",3274874,3276223,1350,33,0.0244444444444444,9,23,0.017037037037037,15,"3274759;3274845;3274873;3274877;3274882;3275000;3275106;3275240;3275266;3275347;3275371;3275384;3275465;3275489;3275519;3275638;3275689;3275743;3275756;3275766;3275767;3275768;3275850;3275861;3275885;3275893;3275968;3276011;3276050;3276088;3276168;3276201;3276206","2,2,88,6,1,6,1,1,65,97,7,46,15,4,187,46,6,9,10,9,1962,1,11,122,1770,3,11,17,1,11,5,2,17",4541
"MB2987","CDS","PROBABLE INTEGRAL MEMBRANE PROTEIN",3276337,3277557,1221,30,0.0245700245700246,7,21,0.0171990171990172,15,"3276259;3276265;3276423;3276424;3276464;3276541;3276582;3276630;3276641;3276748;3276975;3277093;3277095;3277101;3277102;3277117;3277121;3277126;3277130;3277172;3277196;3277213;3277219;3277235;3277239;3277248;3277283;3277290;3277314;3277401","55,1,6,1,35,69,88,13,4,6,7,1,11,6,1,47,31,7,5,258,8,16,4,46,21,15,2,3,1,5",773
"MB2988","CDS","PROBABLE FORMYLTETRAHYDROFOLATE DEFORMYLASE PURU %28FORMYL-FH%284%29 HYDROLASE%29",3277630,3278562,933,12,0.0128617363344051,3.5,5,0.00535905680600214,8,"3277976;3277989;3278013;3278017;3278091;3278107;3278118;3278131;3278135;3278209;3278212;3278236","3,8,26,1,1,4,3,89,6,5,3,3",152
"MB2989c","CDS","PROBABLE PHOSPHOPANTETHEINE ADENYLYLTRANSFERASE KDTB %28PANTETHEINE-PHOSPHATE ADENYLYLTRANSFERASE%29 %28PPAT%29 %28DEPHOSPHO-COA PYROPHOSPHORYLASE%29",3279431,3279916,486,9,0.0185185185185185,8,5,0.0102880658436214,87,"3279333;3279342;3279348;3279366;3279387;3279417;3279434;3279457;3279887","189,8,87,25,1,494,1,1,2",808
"MB2990c","CDS","POSSIBLE METHYLTRANSFERASE %28METHYLASE%29",3280002,3280568,567,13,0.0229276895943563,14,7,0.0123456790123457,34,"3279887;3280005;3280088;3280186;3280187;3280206;3280300;3280301;3280304;3280305;3280383;3280419;3280501","2,4,81,103,4,14,1,14,361,2,34,2,25",647
"MB2991c","CDS","PROBABLE PYRUVATE CARBOXYLASE PCA %28PYRUVIC CARBOXYLASE%29",3280764,3284147,3384,44,0.0130023640661939,9.5,25,0.00738770685579196,38,"3280738;3281036;3281102;3281191;3281192;3281309;3281441;3281474;3281538;3281592;3281656;3281684;3281757;3281801;3281802;3281919;3281978;3282223;3282314;3282341;3282418;3282432;3282447;3282536;3282565;3282639;3282757;3283018;3283180;3283181;3283182;3283183;3283274;3283392;3283439;3283476;3283557;3283793;3283797;3283850;3283911;3283968;3284049;3284075","64,2,44,106,1,59,27,117,21,5,4,11,1,20,3,37,2,2,100,3,3,12,4,4,1,34,39,11,8,94,1,2,2,1,51,103,27,1,38,74,1,218,6,2",1366
"MB2992c","CDS","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN",3284172,3284804,633,2,0.00315955766192733,1.5,0,0,0,"3284075;3284193","2,1",3
"MB2993c","CDS","POSSIBLE CONSERVED MEMBRANE OR SECRETED PROTEIN",3284810,3285577,768,0,0,0,0,0,0,"0","0",0
"MB2994c","CDS","PROBABLE LIPASE/ESTERASE LIPN",3285674,3286804,1131,26,0.0229885057471264,9.5,16,0.0141467727674624,15,"3285647;3285670;3285715;3285716;3285788;3285833;3285847;3285965;3285985;3286064;3286103;3286110;3286123;3286185;3286228;3286241;3286270;3286303;3286388;3286401;3286511;3286523;3286629;3286641;3286700;3286793","2,7,3,1,19,4,9,13,41,1,2,32,10,66,32,4,12,52,17,2,121,1,12,5,4,12",484
"MB2995","CDS","CONSERVED HYPOTHETICAL PROTEIN",3287035,3287205,171,3,0.0175438596491228,1,0,0,0,"3286927;3286948;3287066","2,1,1",4
"MB2996","CDS","PROBABLE OXIDOREDUCTASE",3287202,3288050,849,3,0.00353356890459364,4,1,0.00117785630153121,7,"3287935;3288038;3288044","4,3,7",14
"MB2997c","CDS","POSSIBLE CONSERVED MEMBRANE OR EXPORTED PROTEIN",3288124,3288837,714,19,0.0266106442577031,7,12,0.0168067226890756,9,"3288038;3288044;3288162;3288273;3288354;3288391;3288411;3288412;3288472;3288529;3288531;3288649;3288660;3288704;3288730;3288734;3288803;3288822;3288835","3,7,5,9,8,8,189,1,1,76,14,22,1,1,9,2,10,2,5",373
"MB2998c","CDS","PROBABLE ATP-DEPENDENT DNA HELICASE RECG",3288834,3291047,2214,30,0.013550135501355,7.5,18,0.00813008130081301,13,"3288730;3288734;3288803;3288822;3288835;3288839;3288844;3288848;3288921;3288953;3288957;3289494;3289705;3290302;3290402;3290403;3290520;3290564;3290593;3290623;3290624;3290682;3290685;3290723;3290727;3290742;3290813;3290841;3290845;3290931","9,2,10,2,5,12,22,171,17,4,28,8,1,1,14,5,13,70,1,1,13,13,1,26,7,3,4,70,4,4",541
"MB2999c","CDS","Dihydroxyacetone kinase-like protein%2C phosphatase domain / Dihydroxyacetone kinase-like protein%2C kinase domain",3291050,3292711,1662,21,0.0126353790613718,6,11,0.00661853188929001,26,"3291066;3291184;3291277;3291424;3291465;3291542;3291583;3291615;3291742;3291831;3291844;3291853;3291860;3291916;3291949;3291962;3292034;3292151;3292425;3292543;3292596","11,119,1,37,4,3,2,1,2,13,17,3,34,3,26,6,2,2,51,9,133",479
"MB2999CA","CDS",NA,3292711,3292917,207,3,0.0144927536231884,21,2,0.00966183574879227,77,"3292596;3292714;3292780","133,21,2",156
"MB3000c","CDS","PROBABLE URACIL-DNA GLYCOSYLASE UNG %28UDG%29",3293170,3293853,684,5,0.00730994152046784,3,2,0.00292397660818713,65,"3293477;3293548;3293613;3293666;3293731","3,60,1,70,2",136
"MB3001c","CDS","PROBABLE THIAMINE-MONOPHOSPHATE KINASE THIL %28THIAMINE-PHOSPHATE KINASE%29",3293886,3294887,1002,2,0.00199600798403194,29,1,0.000998003992015968,56,"3293871;3294863","2,56",58
"MB3002c","CDS","probable transposase",3294884,3296263,1380,7,0.00507246376811594,32,5,0.0036231884057971,56,"3294863;3294925;3294981;3295043;3295970;3296029;3296147","56,32,72,57,1,5,4",227
"MB3003c","CDS","PROBABLE RESOLVASE",3296263,3296847,585,8,0.0136752136752137,32.5,6,0.0102564102564103,80.5,"3296461;3296568;3296570;3296571;3296686;3296731;3296743;3296763","1,178,3,5,216,55,106,10",574
"MB3004","CDS","POSSIBLE CONSERVED SECRETED PROTEIN",3297059,3297604,546,7,0.0128205128205128,4,3,0.00549450549450549,8,"3296994;3297034;3297375;3297437;3297493;3297544;3297555","5,1,1,17,4,1,8",37
"MB3005c","CDS","PROBABLE D-ALANINE--D-ALANINE LIGASE DDLA %28D-ALANYLALANINE SYNTHETASE%29 %28D-ALA-D-ALA LIGASE%29",3297777,3298889,1113,5,0.00449236298292902,3,2,0.00179694519317161,7.5,"3297662;3297721;3297780;3298764;3298882","1,9,2,6,3",21
"MB3006c","CDS","PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE %5BNAD%28P%29%2B%5D GPDA2 %28NAD%28P%29H-DEPENDENT GLYCEROL-3-PHOSPHATE DEHYDROGENASE%29",3298967,3299971,1005,17,0.0169154228855721,3,6,0.00597014925373134,72,"3298882;3299031;3299391;3299435;3299447;3299708;3299709;3299710;3299711;3299720;3299797;3299826;3299828;3299838;3299844;3299866;3299868","3,3,1,2,219,10,1,76,3,4,1,10,68,3,1,121,1",527
"MB3007","CDS","2-phospho-L-lactate guanylyltransferase %28EC 2.7.7.68%29",3300090,3300734,645,1,0.00155038759689922,204,1,0.00155038759689922,204,"3299984","204",204
"MB3008","CDS","polyphosphate kinase ppk %28polyphosphoric acid kinase%29 %28atp-polyphosphate phosphotransferase%29",3300826,3303054,2229,1,0.000448631673396142,1,0,0,0,"3300841","1",1
"MB3009","CDS","POSSIBLE HYDROLASE MUTT1",3303137,3304090,954,5,0.00524109014675052,3,1,0.0010482180293501,5,"3303403;3303745;3303781;3303899;3304079","4,1,3,3,5",16
"MB3010c","CDS","dna-binding protein hu homolog hupb %28histone-like protein%29 %28hlp%29 %2821-kda laminin-2-binding protein%29",3304148,3304792,645,2,0.00310077519379845,5,2,0.00310077519379845,5,"3304079;3304197","5,5",10
"MB3011c","CDS","PROBABLE 3-ISOPROPYLMALATE DEHYDRATASE %28SMALL SUBUNIT%29 LEUD %28ISOPROPYLMALATE ISOMERASE%29 %28ALPHA-IPM ISOMERASE%29 %28IPMI%29",3305005,3305601,597,0,0,0,0,0,0,"0","0",0
"MB3012c","CDS","PROBABLE 3-ISOPROPYLMALATE DEHYDRATASE %28LARGE SUBUNIT%29 LEUC %28ISOPROPYLMALATE ISOMERASE%29 %28ALPHA-IPM ISOMERASE%29 %28IPMI%29",3305626,3307047,1422,0,0,0,0,0,0,"0","0",0
"MB3013","CDS","PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN",3307119,3307820,702,5,0.00712250712250712,5,3,0.00427350427350427,10,"3307303;3307419;3307716;3307740;3307812","5,4,3,10,18",40
"MB3014c","CDS","HYPOTHETICAL PROTEIN",3307831,3308691,861,24,0.0278745644599303,7,16,0.0185830429732869,10,"3307716;3307740;3307812;3307834;3307858;3307930;3308088;3308105;3308109;3308201;3308202;3308203;3308206;3308223;3308227;3308320;3308454;3308486;3308490;3308491;3308513;3308572;3308608;3308631","3,10,18,7,18,7,5,9,26,1,60,1,41,7,9,38,1,2,10,1,1,6,14,4",299
"MB3015","CDS","Pyridoxamine 5-phosphate oxidase",3308954,3309445,492,6,0.0121951219512195,42.5,5,0.0101626016260163,76,"3308967;3309078;3309085;3309196;3309327;3309445","105,76,9,83,5,1",279
"MB3016c","CDS","glutamyl-trna synthetase glts %28glutamate--trna ligase%29 %28glutamyl-trna synthase%29 %28glurs%29",3309777,3311249,1473,2,0.00135777325186694,17,1,0.000678886625933469,30,"3309736;3309755","4,30",34
"MB3017c","CDS","POSSIBLE 2-HYDROXYHEPTA-2%2C4-DIENE-1%2C7-DIOATE ISOMERASE %28HHDD ISOMERASE%29",3311246,3311965,720,4,0.00555555555555556,2,1,0.00138888888888889,148,"3311509;3311627;3311939;3311940","2,2,148,2",154
"MB3018","CDS","PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN",3312297,3313634,1338,14,0.0104633781763827,4,4,0.00298953662182362,59,"3312320;3312388;3312438;3312457;3312506;3312827;3312945;3313092;3313093;3313183;3313211;3313301;3313419;3313489","1,4,2,4,3,9,27,1,139,1,91,4,4,1",291
"MB3019c","CDS","probable 3-isopropylmalate dehydrogenase leub %28beta-ipm dehydrogenase%29 %28imdh%29 %283-ipm-dh%29",3313486,3314496,1011,2,0.0019782393669634,2.5,0,0,0,"3313419;3313489","4,1",5
"MB3020c","CDS","PROBABLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA1 %28PGDH%29",3314511,3316097,1587,1,0.000630119722747322,1,0,0,0,"3316001","1",1
"MB3021","CDS","POSSIBLE ALANINE RICH DEHYDROGENASE",3316127,3317569,1443,11,0.00762300762300762,16,10,0.00693000693000693,16.5,"3316119;3316426;3316684;3316802;3317073;3317119;3317217;3317237;3317319;3317335;3317437","11,18,17,29,9,6,5,4,23,20,16",158
"MB3022","CDS","HYPOTHETICAL PROTEIN",3317842,3318303,462,5,0.0108225108225108,7,3,0.00649350649350649,201,"3317847;3317848;3317849;3317904;3317966","1,314,7,3,201",526
"MB3023c","CDS","Signal transduction histidine kinase",3318252,3318455,204,0,0,0,0,0,0,"0","0",0
"MB3024","CDS","PROBABLE CONSERVED LIPOPROTEIN LPPY",3318629,3319594,966,7,0.0072463768115942,3,3,0.0031055900621118,18,"3318559;3319152;3319270;3319398;3319476;3319495;3319516","79,1,3,15,18,1,1",118
"MB3025","CDS","POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN",3319639,3320298,660,9,0.0136363636363636,5,5,0.00757575757575758,9,"3319613;3319752;3319795;3319870;3319913;3320063;3320127;3320181;3320245","2,5,6,1,13,28,9,1,1",66
"MB3026c","CDS","PROBABLE KETOL-ACID REDUCTOISOMERASE ILVC %28Acetohydroxy-acid isomeroreductase%29 %28Alpha-keto-beta-hydroxylacil reductoisomerase%29",3320612,3321613,1002,3,0.0029940119760479,3,1,0.000998003992015968,6,"3320497;3320608;3320615","6,2,3",11
"MB3027c","CDS","PROBABLE ACETOLACTATE SYNTHASE %28SMALL SUBUNIT%29 ILVN %28ACETOHYDROXY-ACID SYNTHASE%29 %28AHAS%29 %28ALS%29",3321651,3322157,507,0,0,0,0,0,0,"0","0",0
"MB3028c","CDS","acetolactate synthase %28large subunit%29 ilvb1 %28acetohydroxy-acid synthase%29",3322157,3324013,1857,0,0,0,0,0,0,"0","0",0
"MB3029","CDS","LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 6 %28CFP-6%29",3324375,3324713,339,4,0.0117994100294985,2.5,1,0.00294985250737463,6,"3324339;3324456;3324648;3324690","1,6,4,1",12
"MB3030c","CDS","Membrane protein 2%2C distant similarity to thiosulphate:quinone oxidoreductase DoxD",3324720,3325559,840,24,0.0285714285714286,4.5,12,0.0142857142857143,14.5,"3324648;3324690;3324753;3324788;3324812;3324871;3324900;3324906;3324956;3325018;3325074;3325093;3325098;3325183;3325211;3325269;3325280;3325301;3325325;3325329;3325387;3325398;3325443;3325465","4,1,37,7,1,37,1,26,4,1,2,2,1,19,7,5,5,4,45,2,4,10,37,9",271
"MB3031","CDS","PROBABLE CONSERVED LIPOPROTEIN LPPZ",3325736,3326857,1122,3,0.00267379679144385,15,2,0.0017825311942959,115,"3325725;3326771;3326814","4,15,215",234
"MB3032c","CDS","POSSIBLE OXIDOREDUCTASE",3326863,3327477,615,13,0.0211382113821138,15,9,0.0146341463414634,37,"3326771;3326814;3326880;3326889;3326932;3326934;3326935;3326943;3326998;3327052;3327061;3327187;3327305","15,215,82,17,6,424,1,3,37,203,8,4,1",1016
"MB3033","CDS","HYPOTHETICAL PROTEIN",3327671,3328294,624,31,0.0496794871794872,7,22,0.0352564102564103,13.5,"3327577;3327583;3327598;3327604;3327649;3327695;3327701;3327722;3327734;3327748;3327751;3327766;3327767;3327831;3327852;3327869;3327884;3327942;3327943;3327949;3328021;3328023;3328050;3328060;3328063;3328089;3328141;3328176;3328207;3328243;3328294","6,9,24,6,5,5,14,29,3,1,9,1,2,13,13,7,4,92,1,15,2,14,2,1044,1,15,6,23,85,35,7",1493
"MB3034c","CDS","PROBABLE GLUTAMYL-TRNA%28GLN%29 AMIDOTRANSFERASE %28SUBUNIT B%29 GATB %28Glu-ADT SUBUNIT B%29",3328291,3329820,1530,4,0.00261437908496732,29,4,0.00261437908496732,29,"3328176;3328207;3328243;3328294","23,85,35,7",150
"MB3035c","CDS","PROBABLE 6-PHOSPHOFRUCTOKINASE PFKA %28PHOSPHOHEXOKINASE%29 %28PHOSPHOFRUCTOKINASE%29",3329850,3330881,1032,15,0.0145348837209302,5,8,0.00775193798449612,9,"3329855;3329917;3329918;3329973;3330016;3330036;3330450;3330568;3330693;3330747;3330765;3330766;3330767;3330811;3330862","3,1,5,5,1,51,10,24,7,3,89,1,1,8,2",211
"MB3036c","CDS","PROBABLE GLUTAMYL-TRNA%28GLN%29 AMIDOTRANSFERASE %28SUBUNIT A%29 GATA %28Glu-ADT SUBUNIT A%29",3330977,3332461,1485,3,0.00202020202020202,46,2,0.00134680134680135,86.5,"3330862;3330883;3330980","2,46,127",175
"MB3037c","CDS","PROBABLE GLUTAMYL-TRNA%28GLN%29 AMIDOTRANSFERASE %28SUBUNIT C%29 GATC %28Glu-ADT SUBUNIT C%29",3332458,3332757,300,3,0.01,20,2,0.00666666666666667,25.5,"3332654;3332735;3332739","4,20,31",55
"MB3038","CDS","Amino acid-binding ACT protein",3332842,3333498,657,13,0.0197869101978691,27,9,0.0136986301369863,42,"3332735;3332739;3332772;3332818;3332852;3332853;3332857;3332970;3333247;3333347;3333365;3333465;3333469","20,31,1,27,52,82,47,42,2,2,21,3,111",441
"MB3039c","CDS","dna ligase %5Bnad dependent%5D liga %28polydeoxyribonucleotide synthase %5Bnad%2B%5D%29",3333572,3335647,2076,3,0.00144508670520231,3,1,0.000481695568400771,111,"3333465;3333469;3333575","3,111,1",115
"MB3040c","CDS","Methionine synthase%2C vitamin-B12 independent%2C putative",3335678,3336691,1014,6,0.00591715976331361,2.5,1,0.000986193293885602,5,"3335882;3336418;3336472;3336586;3336590;3336644","1,3,5,2,1,4",16
"MB3041","CDS","PROBABLE LIPOPROTEIN LPQA",3336785,3337414,630,17,0.026984126984127,14,12,0.019047619047619,27.5,"3336697;3336704;3336762;3336797;3336815;3336830;3336882;3336915;3336916;3336939;3337000;3337034;3337057;3337136;3337137;3337254;3337402","36,1,11,3,70,47,27,1,14,62,28,12,12,162,27,2,3",518
"MB3042c","CDS","esat-6 like protein esxq %28tb12.9%29 %28esat-6 like protein 8%29",3337517,3337879,363,11,0.0303030303030303,18,9,0.0247933884297521,35,"3337402;3337536;3337537;3337654;3337676;3337700;3337747;3337751;3337818;3337865;3337869","3,35,7,649,18,18,199,5,117,116,4",1171
"MB3043c","CDS","ppe family protein ppe46",3337966,3339279,1314,31,0.0235920852359209,10,19,0.0144596651445967,31,"3337865;3337869;3337899;3338216;3338312;3338334;3338410;3338413;3338430;3338517;3338528;3338531;3338573;3338635;3338685;3338727;3338803;3338845;3338856;3338857;3338931;3338940;3338974;3339033;3339044;3339049;3339058;3339101;3339102;3339151;3339219","116,4,1,1,27,30,11,1,4,10,8,1,3,1,112,24,5,31,93,1,35,104,49,4,1,38,149,14,1,35,5",919
"MB3044c","CDS","pe family protein pe27a",3339300,3339386,87,6,0.0689655172413793,18,5,0.0574712643678161,21,"3339219;3339325;3339337;3339338;3339341;3339345","5,15,47,1,62,21",151
"MB3045c","CDS","secreted esat-6 like protein esxr %28tb10.3%29 %28esat-6 like protein 9%29",3339682,3339972,291,15,0.0515463917525773,7,8,0.0274914089347079,25,"3339685;3339769;3339789;3339795;3339823;3339834;3339839;3339840;3339841;3339842;3339904;3339913;3339937;3339952;3339958","2,8,1,1,42,7,2,2380,2,7,291,2,2,7,134",2888
"MB3046c","CDS","esat-6 like protein esxs",3340007,3340300,294,13,0.0442176870748299,7,7,0.0238095238095238,134,"3339904;3339913;3339937;3339952;3339958;3339986;3340010;3340055;3340102;3340103;3340104;3340105;3340221","291,2,2,7,134,7,1,1,1,253,12,1,194",906
"MB3047c","CDS","ppe family protein ppe47",3340347,3341654,1308,16,0.0122324159021407,30,12,0.00917431192660551,36.5,"3340865;3340940;3341069;3341111;3341187;3341229;3341240;3341241;3341315;3341324;3341358;3341433;3341442;3341485;3341560;3341603","1,2,122,35,3,25,80,1,37,89,53,36,138,13,20,15",670
"MB3048c","CDS","pe family protein pe29",3341651,3341965,315,8,0.0253968253968254,12.5,6,0.019047619047619,14,"3341560;3341603;3341678;3341679;3341797;3341862;3341867;3341894","20,15,15,3,9,12,3,13",90
"MB3049c","CDS","PROBABLE TRANSPOSASE",3342347,3343594,1248,32,0.0256410256410256,9,21,0.0168269230769231,23,"3342232;3342248;3342309;3342331;3342350;3342441;3342449;3342559;3342598;3342634;3342706;3342752;3342824;3342895;3342995;3342997;3343013;3343113;3343134;3343147;3343153;3343219;3343220;3343222;3343252;3343265;3343337;3343542;3343550;3343570;3343578;3343580","1,2,19,8,33,41,5,23,41,1,6,2,10,1,14,3,5,42,6,30,1,39,26,1,2,13,55,1,65,13,3,24",536
"MB3050c","CDS","PROBABLE tRNA %285-METHYLAMINOMETHYL-2-THIOURIDYLATE%29-METHYLTRANSFERASE TRMU",3343757,3344860,1104,11,0.00996376811594203,15,8,0.0072463768115942,15.5,"3343660;3343698;3344065;3344105;3344160;3344305;3344384;3344423;3344502;3344539;3344597","4,2,213,1,16,14,15,63,42,15,5",390
"MB3051c","CDS","cysteine desulfurase iscs %28nifs protein homolog%29 %28nitrogenase metalloclusters biosynthesis protein nifs%29",3344857,3346038,1182,2,0.00169204737732657,19.5,1,0.000846023688663283,38,"3345915;3346020","1,38",39
"MB3052c","CDS","Acyl-CoA:1-acyl-sn-glycerol-3-phosphate acyltransferase %28EC 2.3.1.51%29",3346135,3347049,915,16,0.0174863387978142,4.5,8,0.0087431693989071,14,"3346020;3346054;3346138;3346260;3346378;3346468;3346544;3346546;3346586;3346662;3346664;3346725;3346843;3346988;3347010;3347017","38,1,14,12,1,21,3,3,14,2,14,6,1,1,2,13",146
"MB3053c","CDS","gcn5-related n-acetyltransferase",3347046,3347786,741,19,0.0256410256410256,17,12,0.0161943319838057,58.5,"3346988;3347010;3347017;3347093;3347135;3347183;3347211;3347281;3347301;3347303;3347399;3347421;3347433;3347462;3347580;3347625;3347679;3347743;3347775","1,2,13,118,26,247,2,13,96,17,26,20,4,103,100,3,1,2,91",885
"MB3054c","CDS","PROBABLE ELECTRON TRANSFER FLAVOPROTEIN %28ALPHA-SUBUNIT%29 FIXB %28ALPHA-ETF%29 %28ELECTRON TRANSFER FLAVOPROTEIN LARGE SUBUNIT%29 %28ETFLS%29",3348047,3349003,957,2,0.00208986415882968,1,0,0,0,"3347977;3348050","1,1",2
"MB3055c","CDS","PROBABLE ELECTRON TRANSFER FLAVOPROTEIN %28BETA-SUBUNIT%29 FIXA %28BETA-ETF%29 %28ELECTRON TRANSFER FLAVOPROTEIN SMALL SUBUNIT%29 %28ETFSS%29",3349042,3349842,801,1,0.00124843945068664,9,1,0.00124843945068664,9,"3349812","9",9
"MB3056","CDS","SAM-dependent methyltransferase",3350073,3350897,825,2,0.00242424242424242,4,0,0,0,"3349978;3350021","4,4",8
"MB3057","CDS","Glycogen branching enzyme%2C GH-57-type%2C archaeal %28EC 2.4.1.18%29",3350894,3352474,1581,0,0,0,0,0,0,"0","0",0
"MB3058","CDS","alpha %281-%3E4%29 glucosyltransferase",3352506,3353750,1245,3,0.00240963855421687,4,1,0.000803212851405623,50,"3353701;3353707;3353727","3,4,50",57
"MB3058A","CDS","Conserved protein",3353784,3354173,390,14,0.0358974358974359,5,8,0.0205128205128205,7.5,"3353701;3353707;3353727;3353819;3353825;3353832;3353845;3353863;3353950;3353981;3354055;3354135;3354159;3354173","3,4,50,1,5,6,40,4,5,4,7,17,3,8",157
"MB3059","CDS","unknown protein",3354352,3354900,549,9,0.0163934426229508,10,6,0.0109289617486339,74,"3354253;3354277;3354648;3354703;3354704;3354766;3354782;3354822;3354900","10,101,47,1,588,116,1,6,2",872
"MB3060c","CDS","POSSIBLE TRANSFERASE",3354991,3355893,903,9,0.00996677740863787,9,6,0.00664451827242525,20,"3354900;3355625;3355630;3355653;3355743;3355748;3355771;3355784;3355875","2,22,35,4,18,8,1,26,9",125
"MB3061","CDS","FOG- WD40-like repeat",3356351,3357433,1083,3,0.00277008310249307,7,3,0.00277008310249307,7,"3357315;3357402;3357433","29,7,5",41
"MB3062c","CDS","PROBABLE CONSERVED SECRETED PROTEIN TB22.2",3357430,3358113,684,25,0.0365497076023392,19,19,0.0277777777777778,24,"3357315;3357402;3357433;3357520;3357525;3357545;3357600;3357615;3357643;3357665;3357718;3357733;3357783;3357795;3357797;3357841;3357852;3357856;3357913;3357959;3357970;3357974;3357990;3358002;3358092","29,7,5,3,6,6,66,15,3,4,55,4,7,40,1,25,19,22,35,24,20,56,26,2,25",505
"MB3063c","CDS","SAM-dependent methyltransferase",3358186,3359262,1077,17,0.0157845868152275,7,11,0.010213556174559,14,"3358092;3358210;3358337;3358338;3358383;3358391;3358456;3358501;3358578;3358707;3358898;3358952;3359016;3359030;3359070;3359148;3359235","25,7,1,30,4,1,16,7,2,2,12,22,16,3,8,14,6",176
"MB3064c","CDS","Methyltransferase Rv3038c%2C type 11",3359397,3360380,984,3,0.00304878048780488,11,3,0.00304878048780488,11,"3359353;3360266;3360336","17,11,8",36
"MB3065c","CDS","PROBABLE ENOYL-COA HYDRATASE ECHA17 %28CROTONASE%29 %28UNSATURED ACYL-CoA HYDRATASE%29 %28ENOYL HYDRASE%29",3360391,3361155,765,5,0.0065359477124183,9,4,0.00522875816993464,12.5,"3360336;3360381;3360384;3360454;3361092","8,1,16,9,21",55
"MB3066c","CDS","NUDIX hydrolase-like protein SCO3573",3361164,3362030,867,5,0.00576701268742791,27,5,0.00576701268742791,27,"3361092;3361200;3361210;3361318;3361878","21,155,27,31,10",244
"MB3067c","CDS","PROBABLE CONSERVED ATP-BINDING PROTEIN ABC TRANSPORTER",3362027,3362890,864,7,0.00810185185185185,11,4,0.00462962962962963,17,"3362078;3362196;3362302;3362420;3362520;3362638;3362790","1,3,20,31,14,11,1",81
"MB3068c","CDS","PROBABLE PHOSPHOSERINE PHOSPHATASE SERB2 %28PSP%29 %28O-PHOSPHOSERINE PHOSPHOHYDROLASE%29 %28PSPASE%29",3362905,3364134,1230,3,0.0024390243902439,1,0,0,0,"3362790;3362908;3364130","1,1,4",6
"MB3069c","CDS","PROBABLE CYTOCHROME C OXIDASE POLYPEPTIDE I CTAD %28CYTOCHROME AA3 SUBUNIT 1%29",3364172,3365893,1722,4,0.00232288037166086,4,1,0.000580720092915215,41,"3364130;3364248;3365821;3365836","4,4,1,41",50
"MB3070","CDS","PROBABLE FEIII-DICITRATE-BINDING PERIPLASMIC LIPOPROTEIN FECB",3366108,3367187,1080,14,0.012962962962963,4,6,0.00555555555555556,12.5,"3366072;3366082;3366190;3366488;3366528;3366646;3366715;3366799;3366992;3367069;3367085;3367107;3367159;3367187","11,1,9,1,4,8,1,3,1,43,4,16,4,14",120
"MB3071","CDS","PROBABLE NADP-DEPENDENT ALCOHOL DEHYDROGENASE ADHC",3367257,3368297,1041,21,0.0201729106628242,5,13,0.0124879923150817,12,"3367159;3367187;3367203;3367225;3367277;3367309;3367396;3367459;3367486;3367558;3367577;3367604;3367804;3367900;3367922;3367925;3367982;3368018;3368100;3368104;3368222","4,14,2,1,15,20,2,82,8,2,5,5,6,1,43,4,12,2,39,8,5",280
"MB3072c","CDS","conserved protein",3368286,3368660,375,1,0.00266666666666667,5,1,0.00266666666666667,5,"3368222","5",5
"MB3073c","CDS","HYPOTHETICAL PROTEIN",3368994,3369278,285,11,0.0385964912280702,3,5,0.0175438596491228,22,"3368907;3368911;3368971;3369025;3369029;3369089;3369182;3369185;3369188;3369189;3369261","1,1,1,1,39,3,6,22,1,53,9",137
