#HMM - Genes
#genes: ES=419, GD=163, NE=2993, GA=324, N/A=7
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
Rv3235		hypothetical protein	6	0	0	0	6	1.0000	120.33	GA
Rv3236c		integral membrane transport protein	15	0	0	0	15	0.9333	187.93	GA
Rv3237c		hypothetical protein	9	0	0	0	9	1.0000	231.22	GA
Rv3238c		integral membrane protein	22	0	0	0	22	1.0000	370.86	GA
Rv3239c		transmembrane transport protein	56	0	0	0	56	1.0000	276.86	GA
Rv3240c	secA1	protein translocase subunit SecA	47	43	0	0	4	0.1702	20.50	ES
Rv3241c		hypothetical protein	12	0	0	12	0	1.0000	282.58	NE
Rv3242c		hypothetical protein	4	0	0	4	0	1.0000	49.50	NE
Rv3243c		hypothetical protein	4	0	1	3	0	1.0000	100.25	NE
Rv3244c	lpqB	lipoprotein LpqB	21	0	21	0	0	0.1429	1.33	GD
Rv3245c	mtrB	two component sensory histidine kinase MtrB	20	0	20	0	0	0.8000	1.69	GD
Rv3246c	mtrA	two component DNA-binding response regulator MtrA	11	11	0	0	0	0.0000	0.00	ES
Rv3247c	tmk	thymidylate kinase	10	10	0	0	0	0.4000	1.25	ES
Rv3248c	sahH	adenosylhomocysteinase	24	23	0	0	1	0.1250	6.33	ES
Rv3249c		TetR family transcriptional regulator	13	0	0	0	13	1.0000	87.00	GA
Rv3250c	rubB	rubredoxin RubB	3	0	0	0	3	1.0000	198.67	GA
Rv3251c	rubA	rubredoxin RubA	5	0	0	0	5	1.0000	369.80	GA
Rv3252c	alkB	transmembrane alkane 1-monooxygenase AlkB	31	0	0	0	31	1.0000	412.16	GA
Rv3253c		cationic amino acid transport integral membrane protein	25	0	0	0	25	0.9600	229.50	GA
Rv3254		hypothetical protein	20	0	0	0	20	0.9000	264.89	GA
Rv3255c	manA	mannose-6-phosphate isomerase	21	21	0	0	0	0.0952	1.00	ES
Rv3256c		hypothetical protein	10	1	0	9	0	0.8000	73.50	NE
Rv3257c	pmmA	phosphomannomutase PmmA	24	24	0	0	0	0.2083	1.20	ES
Rv3258c		hypothetical protein	6	0	0	6	0	1.0000	40.00	NE
Rv3259		hypothetical protein	3	0	0	3	0	1.0000	194.67	NE
Rv3260c	whiB2	transcriptional regulator WhiB2	2	0	0	2	0	0.5000	1.00	NE
Rv3261	fbiA	2-phospho-L-lactate transferase	14	0	0	14	0	1.0000	72.07	NE
Rv3262	fbiB	coenzyme F420:L-glutamate ligase	13	0	0	13	0	1.0000	21.85	NE
Rv3263		DNA methylase	30	0	0	30	0	0.9333	239.25	NE
Rv3264c	manB	D-alpha-D-mannose-1-phosphate guanylyltransferase ManB	17	16	0	1	0	0.1176	45.00	ES
Rv3265c	wbbL1	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase	17	0	16	1	0	0.2353	16.75	GD
Rv3266c	rmlD	dTDP-4-dehydrorhamnose reductase	17	0	17	0	0	0.1176	7.50	GD
Rv3267		hypothetical protein	23	0	0	23	0	0.9130	120.71	NE
Rv3268		hypothetical protein	13	0	0	13	0	1.0000	151.85	NE
Rv3269		hypothetical protein	5	0	0	5	0	1.0000	105.00	NE
Rv3270	ctpC	manganese/zinc-exporting P-type ATPase	18	0	0	18	0	0.8333	60.60	NE
Rv3271c		integral membrane protein	7	0	0	7	0	0.8571	48.50	NE
Rv3272		hypothetical protein	19	0	0	19	0	0.9474	236.00	NE
Rv3273		transmembrane carbonic anhydrase	32	0	0	32	0	0.9688	131.55	NE
Rv3274c	fadE25	acyl-CoA dehydrogenase	19	0	0	19	0	0.8421	19.94	NE
Rv3275c	purE	5-(carboxyamino)imidazole ribonucleotide mutase	8	0	7	1	0	0.3750	19.67	GD
Rv3276c	purK	5-(carboxyamino)imidazole ribonucleotide synthase	10	0	10	0	0	0.2000	23.50	GD
Rv3277		transmembrane protein	13	0	0	13	0	0.6154	34.50	NE
Rv3278c		transmembrane protein	8	0	0	8	0	1.0000	310.00	NE
Rv3279c	birA	bifunctional biotin operon repressor/biotin--[acetyl-CoA-carboxylase] synthetase	7	0	0	7	0	0.1429	121.00	NE
Rv3280	accD5	propionyl-CoA carboxylase subunit beta	32	32	0	0	0	0.0625	1.00	ES
Rv3281	accE5	bifunctional protein acetyl-/propionyl-CoAcarboxylase subunit epsilon AccE	3	3	0	0	0	0.0000	0.00	ES
Rv3282		hypothetical protein	12	0	0	12	0	0.9167	39.55	NE
Rv3283	sseA	thiosulfate sulfurtransferase SseA	20	0	0	20	0	1.0000	88.00	NE
Rv3284		hypothetical protein	5	0	0	5	0	1.0000	32.40	NE
Rv3285	accA3	bifunctional protein acetyl-/propionyl-CoA carboxylase subunit alpha AccA	27	26	0	0	1	0.1111	72.00	ES
Rv3286c	sigF	RNA polymerase sigma factor SigF	12	0	0	0	12	1.0000	161.08	GA
Rv3287c	rsbW	anti-sigma factor RsbW	3	0	0	0	3	1.0000	151.33	GA
Rv3288c	usfY	hypothetical protein	11	0	0	0	11	1.0000	306.09	GA
Rv3289c		transmembrane protein	7	0	0	0	7	1.0000	175.43	GA
Rv3290c	lat	L-lysine-epsilon aminotransferase	26	0	1	0	25	1.0000	307.73	GA
Rv3291c	lrpA	transcriptional regulator LrpA	12	0	5	7	0	0.8333	138.20	NE
Rv3292		hypothetical protein	20	0	0	20	0	1.0000	112.90	NE
Rv3293	pcd	piperideine-6-carboxylic acid dehydrogenase	17	0	0	17	0	1.0000	171.12	NE
Rv3294c		hypothetical protein	21	0	0	21	0	1.0000	223.62	NE
Rv3295		TetR family transcriptional regulator	12	0	0	12	0	1.0000	365.42	NE
Rv3296	lhr	ATP-dependent helicase	56	0	0	56	0	0.9107	179.59	NE
Rv3297	nei	endonuclease VIII	10	0	0	10	0	0.9000	171.89	NE
Rv3298c	lpqC	esterase LpqC	13	0	0	13	0	1.0000	222.46	NE
Rv3299c	atsB	arylsulfatase AtsB	46	0	0	46	0	0.9565	112.86	NE
Rv3300c		hypothetical protein	11	0	0	11	0	0.6364	95.71	NE
Rv3301c	phoY1	phosphate transport system transcriptional regulator PhoY	10	0	0	10	0	1.0000	96.90	NE
Rv3302c	glpD2	glycerol-3-phosphate dehydrogenase	28	28	0	0	0	0.1786	1.00	ES
Rv3303c	lpdA	NAD(P)H quinone reductase LpdA	22	1	0	21	0	0.9545	56.52	NE
Rv3304		hypothetical protein	12	0	0	12	0	0.9167	64.64	NE
Rv3305c	amiA1	N-acyl-L-amino acid amidohydrolase AmiA	21	0	0	21	0	0.9524	77.60	NE
Rv3306c	amiB1	amidase AmiB	15	0	0	15	0	0.8000	66.08	NE
Rv3307	deoD	purine nucleoside phosphorylase	12	0	0	12	0	0.9167	148.91	NE
Rv3308	pmmB	phosphomannomutase PmmB	20	0	0	20	0	0.8000	127.56	NE
Rv3309c	upp	uracil phosphoribosyltransferase	8	0	0	8	0	1.0000	120.38	NE
Rv3310	sapM	acid phosphatase	18	0	0	18	0	1.0000	175.06	NE
Rv3311		hypothetical protein	17	0	0	17	0	0.9412	199.38	NE
Rv3312c		hypothetical protein	18	0	0	18	0	1.0000	188.50	NE
Rv3312b		hypothetical protein	3	0	0	3	0	0.6667	59.00	NE
Rv3312A		pilin	6	0	0	6	0	1.0000	363.33	NE
Rv3313c	add	adenosine deaminase	13	0	0	13	0	0.9231	39.58	NE
Rv3314c	deoA	thymidine phosphorylase	12	0	0	12	0	1.0000	131.58	NE
Rv3315c	cdd	cytidine deaminase	5	0	0	5	0	1.0000	77.80	NE
Rv3316	sdhC	succinate dehydrogenase cytochrome B-556 subunit	6	0	0	6	0	1.0000	91.67	NE
Rv3317	sdhD	succinate dehydrogenase hydrophobic membrane anchor subunit	4	0	0	4	0	1.0000	115.75	NE
Rv3318	sdhA	succinate dehydrogenase flavoprotein subunit	32	0	0	32	0	0.8125	81.50	NE
Rv3319	sdhB	succinate dehydrogenase iron-sulphur protein subunit	8	0	0	8	0	0.7500	81.33	NE
Rv3320c	vapC44	ribonuclease VapC44	6	0	0	6	0	1.0000	118.83	NE
Rv3321c	vapB44	antitoxin VapB44	3	0	0	3	0	0.6667	508.50	NE
Rv3322c		methyltransferase	8	0	0	8	0	0.8750	362.43	NE
Rv3323c	moaX	MoaD-MoaE fusion protein MoaX	15	0	0	15	0	0.9333	276.57	NE
Rv3324c	moaC3	cyclic pyranopterin monophosphate synthase accessory protein	10	0	0	10	0	1.0000	240.50	NE
Rv3327		transposase fusion protein	20	0	0	20	0	1.0000	227.00	NE
Rv3328c	sigJ	ECF RNA polymerase sigma factor SigJ	12	0	0	12	0	1.0000	74.83	NE
Rv3329		aminotransferase	22	0	0	22	0	1.0000	161.32	NE
Rv3330	dacB1	penicillin-binding protein DacB	20	0	0	20	0	0.9500	193.42	NE
Rv3331	sugI	sugar-transport integral membrane protein SugI	25	0	0	25	0	0.9200	112.70	NE
Rv3332	nagA	N-acetylglucosamine-6-phosphate deacetylase NagA	6	0	0	6	0	1.0000	51.50	NE
Rv3333c		hypothetical protein	12	0	0	12	0	0.9167	197.18	NE
Rv3334		MerR family transcriptional regulator	10	0	0	10	0	0.9000	151.89	NE
Rv3335c		integral membrane protein	12	0	0	12	0	1.0000	55.67	NE
Rv3336c	trpS	tryptophan--tRNA ligase	16	14	0	2	0	0.1250	56.50	ES
Rv3339c	icd1	isocitrate dehydrogenase	27	0	0	27	0	1.0000	172.22	NE
Rv3340	metC	O-acetylhomoserine sulfhydrylase	17	0	0	17	0	0.5882	34.40	NE
Rv3341	metA	homoserine O-acetyltransferase	15	15	0	0	0	0.0000	0.00	ES
Rv3342		methyltransferase	9	0	0	9	0	0.8889	92.62	NE
Rv3343c	PPE54	PPE family protein PPE54	157	0	41	91	25	0.9045	184.39	NE
Rv3344c	PE_PGRS49	PE-PGRS family protein PE_PGRS49	5	0	0	5	0	0.8000	60.00	NE
Rv3345c	PE_PGRS50	PE-PGRS family protein PE_PGRS50	48	0	0	46	2	0.7917	67.66	NE
Rv3346c		transmembrane protein	4	0	0	0	4	1.0000	356.00	GA
Rv3347c	PPE55	PPE family protein PPE55	121	0	0	19	102	0.9917	307.73	GA
Rv3348		transposase	4	0	0	4	0	1.0000	96.50	NE
Rv3349c		transposase	8	0	0	8	0	0.8750	153.86	NE
Rv3350c	PPE56	PPE family protein PPE56	130	0	8	19	103	0.9385	287.72	GA
Rv3351c		hypothetical protein	15	0	0	0	15	1.0000	392.53	GA
Rv3352c		oxidoreductase	2	0	0	0	2	1.0000	86.00	GA
Rv3353c		hypothetical protein	4	0	0	0	4	1.0000	164.00	GA
Rv3354		hypothetical protein	7	0	0	0	7	1.0000	233.14	GA
Rv3355c		integral membrane protein	5	2	0	0	3	0.6000	66.33	GA
Rv3356c	folD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	9	9	0	0	0	0.1111	1.00	ES
Rv3357	relJ	antitoxin RelJ	5	0	0	5	0	1.0000	207.20	NE
Rv3358	relK	toxin RelK	4	0	0	4	0	1.0000	212.50	NE
Rv3359		oxidoreductase	19	0	0	19	0	1.0000	223.79	NE
Rv3360		hypothetical protein	3	0	0	3	0	1.0000	244.67	NE
Rv3361c		hypothetical protein	6	0	0	6	0	0.8333	56.60	NE
Rv3362c		ATP/GTP-binding protein	7	0	0	7	0	0.8571	68.50	NE
Rv3363c		hypothetical protein	8	0	0	8	0	0.8750	153.00	NE
Rv3364c		hypothetical protein	5	0	0	5	0	0.8000	142.00	NE
Rv3365c		hypothetical protein	33	0	0	33	0	1.0000	137.18	NE
Rv3366	spoU	tRNA/rRNA methylase SpoU	7	0	0	7	0	0.8571	199.50	NE
Rv3367	PE_PGRS51	PE-PGRS family protein PE_PGRS51	24	0	0	24	0	0.9167	113.45	NE
Rv3368c		oxidoreductase	9	0	0	9	0	1.0000	160.67	NE
Rv3369		hypothetical protein	7	0	0	7	0	1.0000	121.43	NE
Rv3370c	dnaE2	error-prone DNA polymerase	35	0	0	35	0	0.9429	73.30	NE
Rv3371		diacyglycerol O-acyltransferase	23	0	0	23	0	0.8261	37.89	NE
Rv3372	otsB2	trehalose 6-phosphate phosphatase	9	9	0	0	0	0.1111	1.00	ES
Rv3373	echA18	enoyl-CoA hydratase	3	0	0	3	0	1.0000	96.00	NE
Rv3375	amiD	amidase	22	0	0	22	0	0.9091	63.70	NE
Rv3376		phosphatase	9	0	0	9	0	1.0000	161.00	NE
Rv3377c		type B diterpene cyclase	59	0	0	59	0	0.8983	98.23	NE
Rv3378c		diterpene synthase	40	0	0	40	0	0.7250	25.62	NE
Rv3379c	dxs2	1-deoxy-D-xylulose-5-phosphate synthase	35	0	0	35	0	0.9714	121.32	NE
Rv3382c		4-hydroxy-3-methylbut-2-enyl diphosphate reductase	12	0	0	12	0	1.0000	206.83	NE
Rv3383c	idsB	polyprenyl synthetase IdsB	19	0	0	19	0	0.9474	155.00	NE
Rv3384c	vapC46	ribonuclease VapC46	3	0	0	3	0	1.0000	212.00	NE
Rv3385c	vapB46	antitoxin VapB46	3	0	0	3	0	1.0000	99.67	NE
Rv3386		transposase	12	0	0	12	0	0.8333	148.00	NE
Rv3387		transposase	7	0	0	7	0	1.0000	204.14	NE
Rv3388	PE_PGRS52	PE-PGRS family protein PE_PGRS52	20	0	0	20	0	0.9000	203.00	NE
Rv3389c	htdY	3-hydroxyacyl-thioester dehydratase HtdY	10	0	0	10	0	1.0000	262.10	NE
Rv3390	lpqD	lipoprotein LpqD	12	0	0	12	0	1.0000	577.75	NE
Rv3391	acrA1	acyl-CoA-reductase AcrA	36	0	0	36	0	0.8889	97.69	NE
Rv3392c	cmaA1	cyclopropane mycolic acid synthase CmaA	13	0	0	13	0	0.9231	52.67	NE
Rv3393	iunH	nucleoside hydrolase	10	0	0	10	0	1.0000	166.30	NE
Rv3394c		hypothetical protein	16	0	0	16	0	0.9375	79.87	NE
Rv3395c		hypothetical protein	4	0	0	4	0	1.0000	65.00	NE
Rv3395A		membrane protein	11	0	0	11	0	1.0000	137.55	NE
Rv3396c	guaA	GMP synthase	17	16	0	1	0	0.1176	23.50	ES
Rv3397c	phyA	phytoene synthase	20	0	0	20	0	0.8000	75.06	NE
Rv3398c	idsA1	multifunctional dimethylallyltransferase/geranyltranstransferase/farnesyltranstransferase	11	0	0	11	0	0.9091	61.70	NE
Rv3399		S-adenosylmethionine-dependent methyltransferase	19	0	0	19	0	0.9474	84.50	NE
Rv3400		hydrolase	15	0	0	15	0	1.0000	148.60	NE
Rv3401		glycosyl hydrolase	36	0	0	36	0	1.0000	155.83	NE
Rv3402c		hypothetical protein	28	0	0	2	26	1.0000	282.43	GA
Rv3403c		hypothetical protein	26	0	0	0	26	1.0000	348.81	GA
Rv3404c		hypothetical protein	11	0	0	0	11	1.0000	338.45	GA
Rv3405c		HTH-type transcriptional regulator	9	0	0	0	9	0.8889	144.00	GA
Rv3406		dioxygenase	17	0	0	0	17	1.0000	187.59	GA
Rv3407	vapB47	antitoxin VapB47	3	0	0	0	3	1.0000	226.33	GA
Rv3408	vapC47	ribonuclease VapC47	9	0	0	0	9	1.0000	528.44	GA
Rv3409c	choD	cholesterol oxidase	22	0	0	0	22	1.0000	232.09	GA
Rv3410c	guaB3	oxidoreductase	14	0	11	2	1	0.7857	9.27	GD
Rv3411c	guaB2	inosine-5'-monophosphate dehydrogenase	16	14	0	2	0	0.1250	76.00	ES
Rv3412		hypothetical protein	9	0	0	9	0	1.0000	138.67	NE
Rv3413c		anti-sigma-D factor RsdA	7	0	0	7	0	1.0000	149.00	NE
Rv3414c	sigD	ECF RNA polymerase sigma factor SigD	10	0	0	10	0	0.9000	106.00	NE
Rv3415c		hypothetical protein	11	0	0	11	0	0.9091	182.70	NE
Rv3416	whiB3	redox-responsive transcriptional regulator WhiB3	5	0	0	5	0	1.0000	278.20	NE
Rv3417c	groEL1	chaperonin GroEL	16	0	0	16	0	0.8125	118.85	NE
Rv3418c	groES	chaperonin GroES	5	5	0	0	0	0.2000	1.00	ES
Rv3419c	gcp	O-sialoglycoprotein endopeptidase	12	0	0	12	0	1.0000	37.83	NE
Rv3420c	rimI	ribosomal-protein-alanine acetyltransferase RimI	11	0	0	11	0	1.0000	64.82	NE
Rv3421c		hypothetical protein	12	0	0	12	0	0.9167	27.36	NE
Rv3422c		tRNA threonylcarbamoyladenosine biosynthesis protein	6	0	0	6	0	0.6667	5.50	NE
Rv3423c	alr	alanine racemase	21	20	0	1	0	0.0476	6.00	ES
Rv3424c		hypothetical protein	10	0	0	10	0	1.0000	109.50	NE
Rv3425	PPE57	PPE family protein PPE57	23	0	0	23	0	1.0000	190.22	NE
Rv3426	PPE58	PPE family protein PPE58	25	0	0	25	0	0.9600	36.42	NE
Rv3427c		transposase	12	0	0	12	0	1.0000	185.92	NE
Rv3428c		transposase	17	0	0	17	0	0.8824	60.40	NE
Rv3429	PPE59	PPE family protein PPE59	30	0	0	30	0	1.0000	109.67	NE
Rv3430c		transposase	24	0	0	24	0	1.0000	198.83	NE
Rv3430a		hypothetical protein	0	0	0	0	0	0.0000	0.00	N/A
Rv3432c	gadB	glutamate decarboxylase GadB	23	0	0	0	23	0.9565	338.82	GA
Rv3433c		bifunctional ADP-dependent (S)-NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase	10	0	0	0	10	0.9000	186.44	GA
Rv3434c		transmembrane protein	11	0	0	0	11	1.0000	264.00	GA
Rv3435c		transmembrane protein	13	0	0	0	13	1.0000	388.77	GA
Rv3436c	glmS	glucosamine--fructose-6-phosphate aminotransferase	31	30	0	0	1	0.1290	32.00	ES
Rv3437		transmembrane protein	10	0	0	10	0	1.0000	219.60	NE
Rv3438		hypothetical protein	13	0	0	13	0	1.0000	104.62	NE
Rv3439c		hypothetical protein	10	0	0	10	0	1.0000	259.30	NE
Rv3440c		hypothetical protein	8	0	0	8	0	1.0000	318.38	NE
Rv3441c	mrsA	phosphoglucosamine mutase	15	14	0	0	1	0.0667	94.00	ES
Rv3442c	rpsI	30S ribosomal protein S9	7	7	0	0	0	0.1429	1.00	ES
Rv3443c	rplM	50S ribosomal protein L13	7	7	0	0	0	0.0000	0.00	ES
Rv3444c	esxT	ESAT-6 like protein EsxT	5	0	0	5	0	1.0000	287.60	NE
Rv3445c	esxU	ESAT-6 like protein EsxU	4	0	0	4	0	1.0000	256.00	NE
Rv3446c		hypothetical protein	15	0	0	15	0	1.0000	90.87	NE
Rv3447c	eccC4	ESX-4 secretion system protein EccC4	46	0	0	46	0	0.8043	62.57	NE
Rv3448	eccD4	ESX-4 secretion system protein EccD4	26	0	0	26	0	0.9615	54.04	NE
Rv3449	mycP4	membrane-anchored mycosin	21	0	0	21	0	0.8095	144.00	NE
Rv3450c	eccB4	ESX-4 secretion system protein EccB4	16	0	0	16	0	0.8125	181.31	NE
Rv3451	cut3	cutinase	15	0	0	15	0	1.0000	221.67	NE
Rv3452	cut4	cutinase	8	0	0	8	0	1.0000	191.38	NE
Rv3455c	truA	tRNA pseudouridine synthase A	10	0	10	0	0	0.8000	3.88	GD
Rv3456c	rplQ	50S ribosomal protein L17	9	0	9	0	0	0.1111	1.00	GD
Rv3457c	rpoA	DNA-directed RNA polymerase subunit alpha	14	0	14	0	0	0.2857	18.00	GD
Rv3458c	rpsD	30S ribosomal protein S4	14	13	0	1	0	0.0714	78.00	ES
Rv3459c	rpsK	30S ribosomal protein S11	3	2	0	1	0	0.3333	33.00	ES
Rv3460c	rpsM	30S ribosomal protein S13	11	11	0	0	0	0.0000	0.00	ES
Rv3461c	rpmJ	50S ribosomal protein L36	3	0	0	3	0	0.6667	70.00	NE
Rv3462c	infA	translation initiation factor IF-1	6	0	0	6	0	0.3333	18.00	NE
Rv3463		hypothetical protein	18	0	0	18	0	0.9444	191.00	NE
Rv3464	rmlB	dTDP-glucose 4%2C6-dehydratase	23	23	0	0	0	0.0435	1.00	ES
Rv3465	rmlC	dTDP-4-dehydrorhamnose 3%2C5-epimerase	9	8	0	1	0	0.1111	22.00	ES
Rv3466		hypothetical protein	10	0	0	10	0	0.8000	136.75	NE
Rv3467		hypothetical protein	14	0	0	14	0	1.0000	184.21	NE
Rv3468c		dTDP-glucose 4%2C6-dehydratase	18	0	0	18	0	0.8889	121.00	NE
Rv3469c	mhpE	4-hydroxy-2-oxovalerate aldolase MhpE	12	0	0	12	0	0.9167	168.09	NE
Rv3470c	ilvB2	acetolactate synthase large subunit	20	0	0	20	0	0.9000	95.72	NE
Rv3471c		hypothetical protein	6	0	0	6	0	0.8333	276.40	NE
Rv3472		hypothetical protein	12	0	0	12	0	1.0000	92.42	NE
Rv3473c	bpoA	peroxidase BpoA	9	0	0	9	0	1.0000	231.00	NE
Rv3477	PE31	PE family protein PE31	6	0	0	6	0	1.0000	160.33	NE
Rv3478	PPE60	PE family protein PPE60	19	0	0	19	0	0.8947	166.65	NE
Rv3479		transmembrane protein	39	0	0	39	0	0.9231	120.92	NE
Rv3480c		diacyglycerol O-acyltransferase	30	0	0	30	0	0.9667	113.14	NE
Rv3481c		integral membrane protein	10	0	0	10	0	1.0000	113.70	NE
Rv3482c		membrane protein	11	0	0	11	0	1.0000	286.36	NE
Rv3483c		hypothetical protein	11	0	0	11	0	0.9091	249.10	NE
Rv3484		hypothetical protein	28	0	0	0	28	1.0000	195.00	GA
Rv3485c		short-chain type dehydrogenase/reductase	11	0	0	0	11	1.0000	266.36	GA
Rv3486		hypothetical protein	6	0	0	0	6	1.0000	545.83	GA
Rv3487c	lipF	carboxylesterase LipF	15	0	0	0	15	1.0000	466.87	GA
Rv3488		hypothetical protein	5	0	0	5	0	0.8000	114.25	NE
Rv3489		hypothetical protein	4	0	0	4	0	1.0000	10.25	NE
Rv3490	otsA	trehalose-phosphate synthase	31	0	31	0	0	0.8065	3.44	GD
Rv3491		hypothetical protein	12	0	0	12	0	1.0000	174.42	NE
Rv3492c		Mce associated protein	11	0	0	11	0	1.0000	105.64	NE
Rv3493c		Mce associated protein	13	0	0	13	0	0.8462	81.27	NE
Rv3494c	mce4F	Mce family protein Mce4	26	0	0	26	0	0.9231	226.08	NE
Rv3495c	lprN	Mce family lipoprotein LprN	14	0	0	14	0	1.0000	292.36	NE
Rv3496c	mce4D	Mce family protein Mce4D	26	0	0	26	0	0.9615	170.80	NE
Rv3497c	mce4C	Mce family protein Mce4C	18	0	0	18	0	1.0000	189.39	NE
Rv3498c	mce4B	Mce family protein Mce4B	13	0	0	13	0	0.9231	244.33	NE
Rv3499c	mce4A	Mce family protein Mce4A	31	0	0	31	0	0.9677	192.43	NE
Rv3500c	yrbE4B	integral membrane protein	23	0	0	5	18	0.9565	393.77	GA
Rv3501c	yrbE4A	integral membrane protein	11	0	0	7	4	1.0000	274.36	NE
Rv3502c		3-oxoacyl-ACP reductase	11	0	0	11	0	0.9091	178.00	NE
Rv3503c	fdxD	ferredoxin FdxD	3	0	0	3	0	1.0000	477.33	NE
Rv3504	fadE26	acyl-CoA dehydrogenase FadE26	20	0	0	20	0	0.9500	279.00	NE
Rv3505	fadE27	acyl-CoA dehydrogenase FadE27	13	0	0	13	0	0.9231	87.17	NE
Rv3506	fadD17	long-chain-fatty-acid--CoA ligase FadD17	26	0	0	26	0	0.8846	207.70	NE
Rv3507	PE_PGRS53	PE-PGRS family protein PE_PGRS53	41	0	0	41	0	0.7561	65.48	NE
Rv3508	PE_PGRS54	PE-PGRS family protein PE_PGRS54	38	0	0	38	0	0.9211	82.09	NE
Rv3509c	ilvX	acetohydroxyacid synthase large subunit	23	0	0	23	0	1.0000	220.09	NE
Rv3510c		hypothetical protein	16	0	0	16	0	1.0000	215.50	NE
Rv3511	PE_PGRS55	PE-PGRS family protein PE_PGRS55	24	0	0	24	0	0.9167	178.27	NE
Rv3512	PE_PGRS56	PE-PGRS family protein PE_PGRS56	7	0	0	7	0	0.8571	53.00	NE
Rv3513c	fadD18	fatty-acid--CoA ligase FadD18	16	0	0	16	0	1.0000	421.44	NE
Rv3514	PE_PGRS57	PE-PGRS family protein PE_PGRS57	33	0	0	33	0	0.7879	93.50	NE
Rv3515c	fadD19	acyl-CoA synthetase	30	0	0	30	0	0.9667	163.72	NE
Rv3516	echA19	enoyl-CoA hydratase EchA19	8	0	0	8	0	0.8750	245.14	NE
Rv3517		hypothetical protein	15	0	0	15	0	0.9333	143.79	NE
Rv3518c	cyp142	cytochrome P450 monooxygenase Cyp142	13	0	0	13	0	0.6154	169.50	NE
Rv3519		hypothetical protein	11	0	0	11	0	1.0000	153.91	NE
Rv3520c		coenzyme F420-dependent oxidoreductase	16	0	0	16	0	1.0000	256.44	NE
Rv3521		hypothetical protein	16	0	0	16	0	1.0000	280.44	NE
Rv3522	ltp4	lipid transfer protein	19	0	0	19	0	1.0000	113.53	NE
Rv3523	ltp3	lipid carrier protein	19	0	0	19	0	0.9474	133.39	NE
Rv3524		membrane protein	21	0	0	21	0	1.0000	264.14	NE
Rv3525c		siderophore-binding protein	9	0	0	9	0	1.0000	170.44	NE
Rv3526	kshA	3-ketosteroid-9-alpha-monooxygenase oxygenase subunit	22	0	0	22	0	1.0000	109.41	NE
Rv3527		hypothetical protein	7	0	0	7	0	1.0000	77.00	NE
Rv3528c		hypothetical protein	37	0	12	25	0	0.7838	36.90	NE
Rv3529c		hypothetical protein	26	0	0	26	0	0.9615	55.80	NE
Rv3530c		oxidoreductase	18	0	0	18	0	0.8333	91.73	NE
Rv3531c		hypothetical protein	24	0	0	24	0	0.9167	142.82	NE
Rv3532	PPE61	PPE family protein PPE61	21	0	0	21	0	1.0000	282.33	NE
Rv3533c	PPE62	PPE family protein PPE62	20	0	0	20	0	1.0000	139.20	NE
Rv3534c	hsaF	4-hydroxy-2-oxovalerate aldolase	10	0	0	10	0	1.0000	199.70	NE
Rv3535c	hsaG	acetaldehyde dehydrogenase	12	0	0	12	0	0.9167	203.27	NE
Rv3536c	hsaE	hydratase	9	0	0	9	0	1.0000	139.11	NE
Rv3537	kstD	3-oxosteroid 1-dehydrogenase	37	0	0	37	0	0.8108	39.63	NE
Rv3538		dehydrogenase	14	0	0	14	0	0.9286	37.00	NE
Rv3539	PPE63	PPE family protein PPE63	31	0	0	31	0	0.9355	66.41	NE
Rv3540c	ltp2	lipid transfer protein	19	0	0	19	0	0.8421	47.19	NE
Rv3541c		hypothetical protein	8	0	0	8	0	0.6250	25.60	NE
Rv3542c		hypothetical protein	14	0	0	14	0	1.0000	85.36	NE
Rv3543c	fadE29	acyl-CoA dehydrogenase FadE29	17	0	0	17	0	0.9412	36.62	NE
Rv3544c	fadE28	acyl-CoA dehydrogenase FadE28	16	0	0	16	0	0.9375	89.60	NE
Rv3545c	cyp125	steroid C26-monooxygenase	25	0	0	25	0	0.9600	217.92	NE
Rv3546	fadA5	acetyl-CoA acetyltransferase FadA	6	0	0	6	0	1.0000	100.33	NE
Rv3547	ddn	deazaflavin-dependent nitroreductase	12	0	0	12	0	1.0000	214.92	NE
Rv3548c		short-chain type dehydrogenase/reductase	9	0	0	9	0	1.0000	283.22	NE
Rv3549c		short-chain type dehydrogenase/reductase	11	0	0	11	0	1.0000	55.82	NE
Rv3550	echA20	enoyl-CoA hydratase EchA20	6	0	0	6	0	0.8333	63.40	NE
Rv3551		CoA-transferase subunit alpha	16	0	0	16	0	0.9375	48.80	NE
Rv3552		CoA-transferase subunit beta	10	0	0	10	0	0.9000	31.67	NE
Rv3553		oxidoreductase	9	0	0	9	0	1.0000	72.89	NE
Rv3554	fdxB	electron transfer protein FdxB	31	0	0	31	0	1.0000	142.35	NE
Rv3555c		hypothetical protein	12	0	0	12	0	0.9167	54.09	NE
